codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
352660;352660 LAVRINHAS;5;3;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352670;352670 LEME;193;155;35;3;-;14;137;-;1;-;3;-;-;-;-;-;-;-;-;-;15;15;-;-;-;3;2;-;-;-;-;2;-;-;-;1;-;-;-;-
352680;352680 LENCOIS PAULISTA;203;163;36;4;-;11;151;-;1;-;-;-;-;-;-;-;2;-;-;-;13;19;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;1;-
352690;352690 LIMEIRA;685;576;99;10;2;31;540;-;-;-;3;-;-;-;-;-;18;-;-;-;30;47;-;-;1;3;-;-;-;-;-;4;-;4;-;1;-;1;-;-
352700;352700 LINDOIA;12;4;6;2;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;3;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-
352710;352710 LINS;480;423;49;8;2;11;408;-;-;1;-;-;-;1;-;-;5;-;-;-;10;31;-;-;-;3;-;-;-;-;-;4;-;1;-;1;1;-;1;-
352720;352720 LORENA;242;201;37;4;-;17;180;-;1;2;-;-;-;1;-;-;2;-;-;-;18;16;-;-;-;1;-;-;-;-;-;2;-;1;-;1;-;-;-;-
352725;352725 LOURDES;5;4;0;1;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352730;352730 LOUVEIRA;45;28;15;2;-;6;22;-;-;-;-;-;-;-;-;-;7;-;-;-;3;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352740;352740 LUCELIA;38;31;5;2;1;2;26;-;-;-;-;-;-;2;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352750;352750 LUCIANOPOLIS;3;2;0;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352760;352760 LUIS ANTONIO;18;14;2;2;-;4;9;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
352770;352770 LUIZIANIA;6;5;0;1;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352780;352780 LUPERCIO;5;3;1;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352790;352790 LUTECIA;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352800;352800 MACATUBA;35;21;12;2;-;4;17;-;-;-;-;-;-;-;-;-;-;-;-;-;8;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352810;352810 MACAUBAL;12;7;3;2;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352820;352820 MACEDONIA;4;3;0;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352830;352830 MAGDA;5;3;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352840;352840 MAIRINQUE;57;42;12;3;-;13;28;-;-;-;-;-;-;1;-;-;1;-;-;-;8;1;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;1;-
352850;352850 MAIRIPORA;64;34;26;4;8;6;18;-;-;1;1;-;-;-;-;-;2;-;-;-;19;2;-;-;-;2;1;-;-;-;-;1;1;-;-;1;-;-;1;-
352860;352860 MANDURI;15;9;5;1;1;2;4;-;-;1;-;-;-;1;-;-;-;-;-;-;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
352870;352870 MARABA PAULISTA;4;3;0;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352880;352880 MARACAI;17;9;6;2;-;4;4;-;-;-;-;-;-;1;-;-;-;-;-;-;1;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352885;352885 MARAPOAMA;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352890;352890 MARIAPOLIS;3;2;0;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352900;352900 MARILIA;879;785;74;20;-;53;724;-;1;5;2;-;-;-;-;-;1;-;-;-;38;27;-;-;1;3;3;-;-;-;1;5;2;7;-;2;-;1;2;1
352910;352910 MARINOPOLIS;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352920;352920 MARTINOPOLIS;41;31;8;2;-;11;19;-;-;-;1;-;-;-;-;-;-;-;-;-;3;3;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352930;352930 MATAO;202;151;46;5;1;16;132;-;1;-;-;-;-;1;-;-;-;-;-;-;30;13;-;-;-;2;1;-;-;-;-;1;-;3;-;1;-;-;-;-
352940;352940 MAUA;278;197;61;20;-;25;165;-;-;1;2;-;-;3;-;1;12;-;1;-;18;23;-;-;-;3;4;-;-;-;-;4;-;12;-;1;-;1;2;-
352950;352950 MENDONCA;5;2;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
352960;352960 MERIDIANO;6;3;2;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352965;352965 MESOPOLIS;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352970;352970 MIGUELOPOLIS;35;25;8;2;-;4;21;-;-;-;-;-;-;-;-;-;1;-;1;-;3;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352980;352980 MINEIROS DO TIETE;10;4;5;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352990;352990 MIRACATU;19;13;5;1;1;9;1;-;-;-;1;-;1;-;-;-;-;-;1;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353000;353000 MIRA ESTRELA;5;3;1;1;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353010;353010 MIRANDOPOLIS;53;43;8;2;3;6;32;-;-;1;1;-;-;-;-;-;1;-;-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353020;353020 MIRANTE DO PARANAPANEMA;23;16;6;1;-;8;7;-;-;-;-;-;-;1;-;-;2;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
353030;353030 MIRASSOL;131;96;31;4;1;6;88;-;-;1;-;-;-;-;-;-;-;-;-;-;18;10;-;-;-;1;1;1;-;-;-;2;-;1;-;1;-;-;-;-
353040;353040 MIRASSOLANDIA;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353050;353050 MOCOCA;229;112;113;4;-;10;95;-;1;1;3;1;-;1;-;-;2;-;-;1;94;11;-;-;-;4;1;-;-;-;-;1;-;1;-;1;-;-;1;-
353060;353060 MOGI DAS CRUZES;248;97;134;17;3;34;54;-;3;1;2;-;-;-;-;-;18;-;-;-;86;26;-;-;-;1;3;-;-;-;-;8;-;7;-;1;-;1;-;-
353070;353070 MOGI GUACU;327;252;68;7;-;22;229;-;-;-;-;-;-;1;-;-;14;-;-;-;34;17;-;-;-;2;1;-;-;-;-;3;-;2;-;1;-;1;-;-
353080;353080 MOGI MIRIM;218;178;33;7;2;14;162;-;-;-;-;-;-;-;-;-;4;-;-;-;13;13;-;-;-;2;1;-;-;-;-;2;1;2;-;1;-;-;1;-
353090;353090 MOMBUCA;4;3;0;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353100;353100 MONCOES;6;3;2;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353110;353110 MONGAGUA;44;20;17;7;-;11;6;-;-;1;1;-;1;-;-;-;-;-;2;-;12;3;-;-;-;-;-;-;-;-;-;1;-;4;-;1;-;-;1;-
353120;353120 MONTE ALEGRE DO SUL;13;10;2;1;-;3;5;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353130;353130 MONTE ALTO;198;145;49;4;-;8;136;-;-;1;-;-;-;-;-;-;41;-;-;-;5;1;1;-;-;1;-;-;-;-;-;2;-;1;-;1;-;-;-;-
353140;353140 MONTE APRAZIVEL;43;32;8;3;2;4;26;-;-;-;-;-;-;-;-;-;1;-;-;-;6;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353150;353150 MONTE AZUL PAULISTA;36;23;10;3;-;5;17;-;-;-;-;-;-;1;-;-;1;-;1;-;2;6;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
353160;353160 MONTE CASTELO;5;3;1;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353170;353170 MONTEIRO LOBATO;4;2;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353180;353180 MONTE MOR;54;40;12;2;-;11;27;-;-;-;2;-;-;-;-;-;-;-;-;-;6;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353190;353190 MORRO AGUDO;72;51;19;2;4;5;41;-;-;-;-;-;-;1;-;-;1;-;-;-;6;11;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353200;353200 MORUNGABA;17;10;5;2;1;5;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353205;353205 MOTUCA;5;4;0;1;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353210;353210 MURUTINGA DO SUL;6;2;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
353215;353215 NANTES;4;2;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353220;353220 NARANDIBA;6;3;2;1;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353230;353230 NATIVIDADE DA SERRA;6;3;0;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
353240;353240 NAZARE PAULISTA;9;2;4;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353250;353250 NEVES PAULISTA;14;9;2;3;1;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353260;353260 NHANDEARA;36;27;4;5;-;4;23;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;-
353270;353270 NIPOA;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353280;353280 NOVA ALIANCA;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353282;353282 NOVA CAMPINA;5;2;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-
353284;353284 NOVA CANAA PAULISTA;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353286;353286 NOVA CASTILHO;4;3;0;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353290;353290 NOVA EUROPA;17;11;4;2;-;4;7;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353300;353300 NOVA GRANADA;28;15;10;3;3;3;9;-;-;-;-;-;-;-;-;-;4;-;-;-;3;1;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;-;-
353310;353310 NOVA GUATAPORANGA;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353320;353320 NOVA INDEPENDENCIA;6;4;1;1;-;1;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353325;353325 NOVAIS;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353330;353330 NOVA LUZITANIA;4;2;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353340;353340 NOVA ODESSA;71;59;10;2;-;5;54;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353350;353350 NOVO HORIZONTE;90;63;25;2;1;5;57;-;-;-;-;-;-;-;-;-;2;-;-;-;14;7;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-
353360;353360 NUPORANGA;25;16;8;1;-;4;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
353370;353370 OCAUCU;4;3;0;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353380;353380 OLEO;4;3;0;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353390;353390 OLIMPIA;142;99;37;6;-;10;89;-;-;-;-;-;-;-;-;-;7;-;2;-;11;15;-;-;1;-;1;-;-;-;-;1;-;2;-;1;-;-;1;1
353400;353400 ONDA VERDE;7;4;2;1;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353410;353410 ORIENTE;11;10;0;1;-;2;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353420;353420 ORINDIUVA;14;9;4;1;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353430;353430 ORLANDIA;159;112;45;2;1;8;101;-;1;1;-;-;-;-;-;-;5;-;-;-;28;8;1;-;-;2;1;-;-;-;-;1;-;-;-;1;-;-;-;-
353440;353440 OSASCO;921;575;319;27;-;35;533;-;1;2;4;-;-;-;-;-;15;-;6;-;240;46;-;-;2;3;5;1;-;-;1;6;2;12;-;1;4;1;1;-
353450;353450 OSCAR BRESSANE;3;2;0;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353460;353460 OSVALDO CRUZ;76;43;30;3;1;8;34;-;-;-;-;-;-;-;-;-;2;-;-;-;12;15;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
353470;353470 OURINHOS;409;343;55;11;2;17;322;-;-;1;1;-;-;-;-;-;10;-;-;-;4;36;-;-;2;2;1;-;-;-;-;3;1;4;-;1;1;1;-;-
353475;353475 OUROESTE;29;24;3;2;1;2;20;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353480;353480 OURO VERDE;7;3;3;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353490;353490 PACAEMBU;24;19;3;2;-;4;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353500;353500 PALESTINA;16;9;5;2;2;1;6;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
353510;353510 PALMARES PAULISTA;15;10;4;1;-;2;7;-;-;-;-;-;-;1;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353520;353520 PALMEIRA D'OESTE;13;9;1;3;2;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353530;353530 PALMITAL;49;37;8;4;-;6;27;-;-;1;1;-;-;2;-;-;2;-;-;-;1;5;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
353540;353540 PANORAMA;15;10;3;2;-;4;6;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353550;353550 PARAGUACU PAULISTA;113;89;20;4;3;10;73;-;-;2;-;-;-;1;-;-;3;-;-;-;5;11;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
353560;353560 PARAIBUNA;15;12;2;1;4;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
353570;353570 PARAISO;8;5;2;1;-;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353580;353580 PARANAPANEMA;26;20;3;3;-;5;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353590;353590 PARANAPUA;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353600;353600 PARAPUA;8;6;0;2;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353610;353610 PARDINHO;4;2;0;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
353620;353620 PARIQUERA-ACU;26;16;8;2;-;9;7;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353625;353625 PARISI;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353630;353630 PATROCINIO PAULISTA;15;9;3;3;-;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353640;353640 PAULICEIA;5;3;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353650;353650 PAULINIA;171;117;52;2;-;9;107;-;1;-;-;-;-;-;-;-;7;-;-;-;30;11;-;-;-;2;2;-;-;-;-;1;-;-;-;1;-;-;-;-
353657;353657 PAULISTANIA;3;2;0;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353660;353660 PAULO DE FARIA;6;1;2;3;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353670;353670 PEDERNEIRAS;78;63;12;3;-;13;50;-;-;-;-;-;-;-;-;-;-;-;-;-;5;6;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353680;353680 PEDRA BELA;4;2;0;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
353690;353690 PEDRANOPOLIS;5;3;0;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
353700;353700 PEDREGULHO;22;13;6;3;-;7;6;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353710;353710 PEDREIRA;57;36;18;3;-;8;28;-;-;-;-;-;-;-;-;-;3;-;-;-;4;10;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-
353715;353715 PEDRINHAS PAULISTA;9;6;1;2;-;3;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
353720;353720 PEDRO DE TOLEDO;11;7;2;2;-;5;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
353730;353730 PENAPOLIS;167;139;23;5;-;9;129;-;-;-;1;-;-;-;-;-;2;-;1;-;7;11;-;-;-;2;-;-;-;-;-;2;1;-;-;1;-;-;1;-
353740;353740 PEREIRA BARRETO;58;47;9;2;1;6;37;-;-;-;-;1;-;2;-;-;1;-;-;-;3;5;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353750;353750 PEREIRAS;9;6;1;2;3;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
353760;353760 PERUIBE;66;34;25;7;1;11;21;-;-;-;1;-;-;-;-;-;13;-;-;-;3;7;-;-;-;1;1;-;-;-;-;1;-;4;-;1;-;-;1;-
353770;353770 PIACATU;4;3;0;1;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353780;353780 PIEDADE;57;38;14;5;-;8;30;-;-;-;-;-;-;-;-;-;-;-;-;-;9;4;-;-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;1;-
353790;353790 PILAR DO SUL;25;13;8;4;-;6;6;-;-;-;-;-;-;-;-;1;1;-;-;-;1;5;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
353800;353800 PINDAMONHANGABA;386;327;51;8;2;24;299;-;-;1;1;-;-;-;-;-;6;-;1;-;25;16;-;-;-;2;1;-;-;-;-;2;-;3;-;1;1;-;1;-
353810;353810 PINDORAMA;17;9;6;2;-;3;6;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
353820;353820 PINHALZINHO;19;11;6;2;4;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-
353830;353830 PIQUEROBI;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
353850;353850 PIQUETE;13;8;2;3;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-
353860;353860 PIRACAIA;18;8;7;3;-;2;6;-;-;-;-;-;-;-;-;-;1;-;-;-;3;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
353870;353870 PIRACICABA;1021;621;386;14;-;77;542;-;-;1;1;-;-;-;-;-;5;-;-;1;292;79;-;-;1;1;4;3;-;-;-;5;-;5;-;2;-;1;1;-
353880;353880 PIRAJU;80;59;19;2;-;9;48;-;-;1;-;-;-;-;-;1;-;-;-;-;14;5;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
353890;353890 PIRAJUI;56;45;7;4;3;6;35;-;1;-;-;-;-;-;-;-;-;-;1;-;3;3;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-
353900;353900 PIRANGI;21;13;6;2;-;2;11;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
