codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
351280;351280 COSMOPOLIS;74;49;23;2;-;10;36;-;-;-;2;-;-;-;-;1;5;-;-;-;8;4;-;-;-;2;1;-;2;-;1;-;-;-;-;1;-;-;1;-
351290;351290 COSMORAMA;5;3;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351300;351300 COTIA;147;95;46;6;-;25;66;-;1;-;3;-;-;-;-;-;4;-;-;-;23;13;-;-;-;3;3;-;-;-;-;2;1;1;-;1;-;-;1;-
351310;351310 CRAVINHOS;57;44;10;3;1;4;35;-;-;-;4;-;-;-;-;-;1;-;1;-;6;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
351320;351320 CRISTAIS PAULISTA;12;8;3;1;-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351330;351330 CRUZALIA;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351340;351340 CRUZEIRO;267;170;92;5;2;10;156;-;-;-;1;-;-;-;-;1;5;-;-;-;60;24;-;-;2;1;-;-;-;-;-;1;-;2;-;1;-;-;1;-
351350;351350 CUBATAO;179;129;42;8;-;18;110;-;-;-;1;-;-;-;-;-;3;-;-;2;16;17;-;-;-;2;2;-;-;-;-;2;-;3;-;2;-;1;-;-
351360;351360 CUNHA;21;12;5;4;1;5;6;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
351370;351370 DESCALVADO;111;90;18;3;-;11;78;-;-;-;1;-;-;-;-;-;-;-;-;-;13;3;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;1;-
351380;351380 DIADEMA;184;95;71;18;-;20;73;-;-;-;2;-;-;-;-;-;17;-;2;-;29;14;-;-;2;5;2;-;-;-;-;3;-;12;-;1;-;1;1;-
351385;351385 DIRCE REIS;3;2;0;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351390;351390 DIVINOLANDIA;27;14;11;2;3;1;10;-;-;-;-;-;-;-;-;-;1;-;-;-;8;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351400;351400 DOBRADA;5;2;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351410;351410 DOIS CORREGOS;50;38;10;2;-;5;32;-;-;-;-;-;-;1;-;-;-;-;-;-;4;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351420;351420 DOLCINOPOLIS;4;3;0;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351430;351430 DOURADO;11;7;2;2;2;1;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351440;351440 DRACENA;200;181;17;2;-;13;167;-;-;-;1;-;-;-;-;-;5;-;-;-;3;7;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-
351450;351450 DUARTINA;44;35;6;3;-;5;30;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
351460;351460 DUMONT;5;3;0;2;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
351470;351470 ECHAPORA;6;4;1;1;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
351480;351480 ELDORADO;7;5;1;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351490;351490 ELIAS FAUSTO;13;7;5;1;-;4;3;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351492;351492 ELISIARIO;3;2;0;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351495;351495 EMBAUBA;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351500;351500 EMBU DAS ARTES;80;62;10;8;-;17;44;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;-;3;1;-;-;-;-;2;-;3;-;1;-;1;1;-
351510;351510 EMBU-GUACU;36;18;14;4;-;12;4;-;-;1;1;-;-;-;-;-;4;1;-;-;3;2;-;-;-;1;1;1;-;1;-;-;-;2;-;1;-;-;1;-
351512;351512 EMILIANOPOLIS;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351515;351515 ENGENHEIRO COELHO;19;10;8;1;-;4;5;-;-;1;-;-;-;-;-;-;2;-;1;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351518;351518 ESPIRITO SANTO DO PINHAL;160;130;24;6;-;7;123;-;-;-;-;-;-;-;-;-;1;-;-;-;16;5;-;-;-;2;-;-;-;-;-;1;2;1;-;1;-;-;1;-
351519;351519 ESPIRITO SANTO DO TURVO;4;2;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351520;351520 ESTRELA D'OESTE;22;16;4;2;1;2;13;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351530;351530 ESTRELA DO NORTE;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351535;351535 EUCLIDES DA CUNHA PAULISTA;13;10;2;1;4;2;3;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351540;351540 FARTURA;35;25;7;3;-;4;21;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-
351550;351550 FERNANDOPOLIS;347;187;151;9;-;18;150;-;-;16;1;1;-;1;-;-;6;-;-;-;115;22;2;-;1;2;1;1;-;-;1;2;-;4;-;1;-;1;1;-
351560;351560 FERNANDO PRESTES;9;4;4;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351565;351565 FERNAO;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351570;351570 FERRAZ DE VASCONCELOS;55;28;16;11;-;13;11;-;1;1;2;-;-;-;-;-;2;-;-;-;10;3;-;-;-;1;-;-;-;-;-;1;-;7;-;1;-;1;1;-
351580;351580 FLORA RICA;4;2;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351590;351590 FLOREAL;5;3;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351600;351600 FLORIDA PAULISTA;17;11;4;2;2;4;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351610;351610 FLORINIA;5;4;0;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351620;351620 FRANCA;848;666;167;15;-;22;637;-;2;2;2;-;-;-;-;1;3;-;1;-;129;30;-;-;-;1;3;-;-;-;-;3;1;5;-;3;-;1;2;-
351630;351630 FRANCISCO MORATO;63;44;16;3;-;12;29;-;1;2;-;-;-;-;-;-;4;-;-;-;7;2;-;-;-;3;-;-;-;-;-;2;-;-;-;1;-;-;-;-
351640;351640 FRANCO DA ROCHA;97;61;29;7;-;17;36;-;-;2;2;1;-;3;-;-;-;-;-;-;16;7;-;-;-;3;2;1;-;-;-;3;1;-;-;1;-;-;2;-
351650;351650 GABRIEL MONTEIRO;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351660;351660 GALIA;12;8;2;2;-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351670;351670 GARCA;69;53;12;4;-;14;34;-;-;1;1;1;-;1;1;-;2;-;-;-;5;2;-;-;-;2;1;-;-;-;-;2;1;-;-;1;-;-;-;-
351680;351680 GASTAO VIDIGAL;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351685;351685 GAVIAO PEIXOTO;6;4;1;1;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351690;351690 GENERAL SALGADO;19;11;6;2;-;3;7;-;-;-;-;-;-;1;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351700;351700 GETULINA;14;12;0;2;-;3;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351710;351710 GLICERIO;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351720;351720 GUAICARA;15;11;3;1;3;2;6;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351730;351730 GUAIMBE;7;5;1;1;-;2;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
351740;351740 GUAIRA;69;49;16;4;-;6;42;-;-;-;-;-;-;1;-;-;-;-;-;-;8;6;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;1;-
351750;351750 GUAPIACU;22;13;8;1;-;8;4;-;-;1;-;-;-;-;-;-;-;-;1;-;4;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351760;351760 GUAPIARA;17;9;4;4;7;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;1;-
351770;351770 GUARA;46;37;6;3;1;5;28;-;-;-;1;-;-;2;-;-;-;-;-;-;3;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
351780;351780 GUARACAI;16;12;2;2;1;1;8;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351790;351790 GUARACI;19;12;5;2;1;3;6;-;-;2;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-
351800;351800 GUARANI D'OESTE;4;3;0;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351810;351810 GUARANTA;6;4;1;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
351820;351820 GUARARAPES;44;34;8;2;-;4;29;-;-;-;1;-;-;-;-;-;-;-;-;-;2;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351830;351830 GUARAREMA;27;22;2;3;-;3;18;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
351840;351840 GUARATINGUETA;312;245;57;10;3;12;222;-;2;1;1;-;-;-;-;4;17;-;1;-;19;18;-;-;1;1;-;-;-;-;-;4;-;3;-;1;-;1;1;-
351850;351850 GUAREI;11;5;3;3;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;1;-
351860;351860 GUARIBA;47;29;15;3;-;4;24;-;-;-;-;-;-;1;-;-;5;-;-;-;5;4;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-
351870;351870 GUARUJA;336;227;96;13;1;22;198;-;-;4;2;-;-;-;-;-;2;-;3;-;46;33;-;-;2;4;5;-;1;-;-;4;-;7;-;1;-;-;1;-
351880;351880 GUARULHOS;877;516;316;45;-;73;440;-;-;1;1;-;-;1;-;-;36;-;1;-;197;65;-;-;1;7;8;1;-;-;-;12;3;21;-;5;2;1;1;-
351885;351885 GUATAPARA;9;5;2;2;1;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
351890;351890 GUZOLANDIA;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351900;351900 HERCULANDIA;14;11;1;2;2;3;4;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351905;351905 HOLAMBRA;21;17;3;1;-;4;13;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351907;351907 HORTOLANDIA;162;92;55;15;-;21;65;-;1;3;1;-;-;1;-;-;18;-;-;-;16;14;-;-;1;3;3;-;-;-;-;2;-;8;-;1;-;1;-;3
351910;351910 IACANGA;17;11;2;4;3;-;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
351920;351920 IACRI;5;2;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1
351925;351925 IARAS;7;6;0;1;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351930;351930 IBATE;37;30;5;2;1;8;19;-;-;-;2;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
351940;351940 IBIRA;19;11;5;3;-;4;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
351950;351950 IBIRAREMA;7;5;1;1;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
351960;351960 IBITINGA;149;126;18;5;1;10;111;-;-;1;3;-;-;-;-;-;-;-;1;-;4;11;-;-;-;1;1;-;-;-;-;2;-;2;-;1;-;-;-;-
351970;351970 IBIUNA;53;41;8;4;-;17;22;-;-;-;2;-;-;-;-;-;-;-;-;-;3;3;1;-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;-;-
351980;351980 ICEM;20;11;7;2;-;4;6;-;-;-;-;-;-;1;-;-;-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
351990;351990 IEPE;19;14;3;2;-;3;5;-;-;5;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352000;352000 IGARACU DO TIETE;21;14;5;2;-;4;10;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
352010;352010 IGARAPAVA;60;44;14;2;-;6;36;-;-;1;-;-;-;1;-;-;2;-;-;-;6;3;-;-;-;1;-;1;-;-;1;1;-;-;-;1;-;-;-;-
352020;352020 IGARATA;5;3;1;1;-;2;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
352030;352030 IGUAPE;22;12;9;1;-;6;5;-;-;-;-;-;-;-;-;1;1;1;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
