codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;aumentototal;aumento-primaria;aumentosecundaria;aumento-terciaria
315560;315560 RIO PARDO DE MINAS;26;17;6;3;33;20;10;3;27%;18%;67%;0%
315570;315570 RIO PIRACICABA;21;15;4;2;34;25;7;2;62%;67%;75%;0%
315580;315580 RIO POMBA;32;16;13;3;38;20;15;3;19%;25%;15%;0%
315590;315590 RIO PRETO;11;5;3;3;9;3;3;3;-18%;-40%;0%;0%
315600;315600 RIO VERMELHO;15;9;4;2;20;12;6;2;33%;33%;50%;0%
315610;315610 RITAPOLIS;8;5;2;1;9;4;4;1;13%;-20%;100%;0%
315620;315620 ROCHEDO DE MINAS;5;2;2;1;5;2;2;1;0%;0%;0%;0%
315630;315630 RODEIRO;9;5;3;1;11;5;5;1;22%;0%;67%;0%
315640;315640 ROMARIA;3;1;1;1;4;2;0;2;33%;100%;-100%;100%
315645;315645 ROSARIO DA LIMEIRA;6;3;2;1;8;4;3;1;33%;33%;50%;0%
315650;315650 RUBELITA;9;7;1;1;12;9;2;1;33%;29%;100%;0%
315660;315660 RUBIM;11;8;1;2;13;8;3;2;18%;0%;200%;0%
315670;315670 SABARA;85;57;24;4;96;61;29;6;13%;7%;21%;50%
315680;315680 SABINOPOLIS;24;15;7;2;25;15;8;2;4%;0%;14%;0%
315690;315690 SACRAMENTO;52;38;12;2;71;50;19;2;37%;32%;58%;0%
315700;315700 SALINAS;71;28;38;5;89;35;47;7;25%;25%;24%;40%
315710;315710 SALTO DA DIVISA;11;6;3;2;9;6;1;2;-18%;0%;-67%;0%
315720;315720 SANTA BARBARA;44;27;14;3;98;77;19;2;123%;185%;36%;-33%
315725;315725 SANTA BARBARA DO LESTE;3;2;1;0;4;2;1;1;33%;0%;0%;100%
315727;315727 SANTA BARBARA DO MONTE VERDE;8;6;1;1;8;6;1;1;0%;0%;0%;0%
315730;315730 SANTA BARBARA DO TUGURIO;4;3;0;1;3;2;0;1;-25%;-33%;100%;0%
315733;315733 SANTA CRUZ DE MINAS;8;5;2;1;12;9;2;1;50%;80%;0%;0%
315737;315737 SANTA CRUZ DE SALINAS;5;4;0;1;6;5;0;1;20%;25%;100%;0%
315740;315740 SANTA CRUZ DO ESCALVADO;10;9;0;1;9;7;1;1;-10%;-22%;100%;0%
315750;315750 SANTA EFIGENIA DE MINAS;4;3;0;1;4;3;0;1;0%;0%;100%;0%
315760;315760 SANTA FE DE MINAS;5;4;0;1;7;5;1;1;40%;25%;100%;0%
315765;315765 SANTA HELENA DE MINAS;6;5;0;1;6;5;0;1;0%;0%;100%;0%
315770;315770 SANTA JULIANA;22;15;5;2;26;18;6;2;18%;20%;20%;0%
315780;315780 SANTA LUZIA;145;78;62;5;209;95;109;5;44%;22%;76%;0%
315790;315790 SANTA MARGARIDA;20;12;6;2;21;13;6;2;5%;8%;0%;0%
315800;315800 SANTA MARIA DE ITABIRA;12;8;2;2;15;9;4;2;25%;13%;100%;0%
315810;315810 SANTA MARIA DO SALTO;3;1;1;1;6;3;2;1;100%;200%;100%;0%
315820;315820 SANTA MARIA DO SUACUI;18;8;8;2;21;10;8;3;17%;25%;0%;50%
315830;315830 SANTANA DA VARGEM;7;3;3;1;9;5;3;1;29%;67%;0%;0%
315840;315840 SANTANA DE CATAGUASES;3;1;1;1;6;3;2;1;100%;200%;100%;0%
315850;315850 SANTANA DE PIRAPAMA;6;5;0;1;6;4;1;1;0%;-20%;100%;0%
315860;315860 SANTANA DO DESERTO;6;5;0;1;7;6;0;1;17%;20%;100%;0%
315870;315870 SANTANA DO GARAMBEU;4;3;0;1;4;3;0;1;0%;0%;100%;0%
315880;315880 SANTANA DO JACARE;8;5;2;1;8;5;2;1;0%;0%;0%;0%
315890;315890 SANTANA DO MANHUACU;10;6;3;1;15;6;7;2;50%;0%;133%;100%
315895;315895 SANTANA DO PARAISO;24;14;9;1;35;21;12;2;46%;50%;33%;100%
315900;315900 SANTANA DO RIACHO;5;4;0;1;5;4;0;1;0%;0%;100%;0%
315910;315910 SANTANA DOS MONTES;4;3;0;1;5;4;0;1;25%;33%;100%;0%
315920;315920 SANTA RITA DE CALDAS;22;11;9;2;29;15;12;2;32%;36%;33%;0%
315930;315930 SANTA RITA DE JACUTINGA;6;4;0;2;6;3;1;2;0%;-25%;100%;0%
315935;315935 SANTA RITA DE MINAS;9;8;0;1;9;7;1;1;0%;-13%;100%;0%
315940;315940 SANTA RITA DE IBITIPOCA;4;3;0;1;5;4;0;1;25%;33%;100%;0%
315950;315950 SANTA RITA DO ITUETO;9;8;0;1;14;11;2;1;56%;38%;100%;0%
315960;315960 SANTA RITA DO SAPUCAI;118;82;33;3;244;200;41;3;107%;144%;24%;0%
315970;315970 SANTA ROSA DA SERRA;5;4;0;1;12;9;2;1;140%;125%;100%;0%
315980;315980 SANTA VITORIA;25;12;10;3;31;16;12;3;24%;33%;20%;0%
315990;315990 SANTO ANTONIO DO AMPARO;32;19;9;4;50;36;10;4;56%;89%;11%;0%
316000;316000 SANTO ANTONIO DO AVENTUREIRO;7;5;1;1;7;5;1;1;0%;0%;0%;0%
316010;316010 SANTO ANTONIO DO GRAMA;6;5;0;1;7;6;0;1;17%;20%;100%;0%
316020;316020 SANTO ANTONIO DO ITAMBE;2;1;0;1;3;2;0;1;50%;100%;100%;0%
316030;316030 SANTO ANTONIO DO JACINTO;8;5;2;1;10;7;2;1;25%;40%;0%;0%
316040;316040 SANTO ANTONIO DO MONTE;44;28;13;3;54;35;16;3;23%;25%;23%;0%
316045;316045 SANTO ANTONIO DO RETIRO;12;8;3;1;15;10;4;1;25%;25%;33%;0%
316050;316050 SANTO ANTONIO DO RIO ABAIXO;3;2;0;1;4;3;0;1;33%;50%;100%;0%
316060;316060 SANTO HIPOLITO;5;4;0;1;5;4;0;1;0%;0%;100%;0%
316070;316070 SANTOS DUMONT;64;41;19;4;90;54;32;4;41%;32%;68%;0%
316080;316080 SAO BENTO ABADE;3;3;0;0;6;5;0;1;100%;67%;100%;100%
316090;316090 SAO BRAS DO SUACUI;6;3;1;2;7;5;0;2;17%;67%;-100%;0%
316095;316095 SAO DOMINGOS DAS DORES;6;5;0;1;8;5;2;1;33%;0%;100%;0%
316100;316100 SAO DOMINGOS DO PRATA;20;14;4;2;30;19;8;3;50%;36%;100%;50%
316105;316105 SAO FELIX DE MINAS;8;3;4;1;11;4;6;1;38%;33%;50%;0%
316110;316110 SAO FRANCISCO;39;28;8;3;59;42;14;3;51%;50%;75%;0%
316120;316120 SAO FRANCISCO DE PAULA;5;3;1;1;7;4;2;1;40%;33%;100%;0%
316130;316130 SAO FRANCISCO DE SALES;10;8;1;1;14;10;3;1;40%;25%;200%;0%
316140;316140 SAO FRANCISCO DO GLORIA;8;5;2;1;8;5;2;1;0%;0%;0%;0%
316150;316150 SAO GERALDO;8;6;1;1;9;7;1;1;13%;17%;0%;0%
316160;316160 SAO GERALDO DA PIEDADE;3;2;0;1;4;3;0;1;33%;50%;100%;0%
316165;316165 SAO GERALDO DO BAIXIO;5;3;1;1;6;4;1;1;20%;33%;0%;0%
316170;316170 SAO GONCALO DO ABAETE;12;10;1;1;13;11;1;1;8%;10%;0%;0%
316180;316180 SAO GONCALO DO PARA;7;5;1;1;11;6;4;1;57%;20%;300%;0%
316190;316190 SAO GONCALO DO RIO ABAIXO;12;9;2;1;20;16;3;1;67%;78%;50%;0%
316200;316200 SAO GONCALO DO SAPUCAI;58;39;16;3;72;47;22;3;24%;21%;38%;0%
316210;316210 SAO GOTARDO;46;25;18;3;77;39;33;5;67%;56%;83%;67%
316220;316220 SAO JOAO BATISTA DO GLORIA;12;8;2;2;12;9;1;2;0%;13%;-50%;0%
316225;316225 SAO JOAO DA LAGOA;4;3;0;1;5;4;0;1;25%;33%;100%;0%
316230;316230 SAO JOAO DA MATA;5;4;0;1;6;5;0;1;20%;25%;100%;0%
316240;316240 SAO JOAO DA PONTE;20;14;3;3;25;16;6;3;25%;14%;100%;0%
316245;316245 SAO JOAO DAS MISSOES;13;12;0;1;17;13;3;1;31%;8%;100%;0%
316250;316250 SAO JOAO DEL REI;298;227;63;8;354;264;79;11;19%;16%;25%;38%
316255;316255 SAO JOAO DO MANHUACU;13;8;4;1;16;8;6;2;23%;0%;50%;100%
316257;316257 SAO JOAO DO MANTENINHA;5;3;1;1;10;4;4;2;100%;33%;300%;100%
316260;316260 SAO JOAO DO ORIENTE;10;7;2;1;10;7;2;1;0%;0%;0%;0%
316265;316265 SAO JOAO DO PACUI;7;6;0;1;10;8;1;1;43%;33%;100%;0%
316270;316270 SAO JOAO DO PARAISO;21;13;5;3;26;12;11;3;24%;-8%;120%;0%
316280;316280 SAO JOAO EVANGELISTA;12;7;3;2;25;13;9;3;108%;86%;200%;50%
316290;316290 SAO JOAO NEPOMUCENO;33;18;12;3;44;27;14;3;33%;50%;17%;0%
316292;316292 SAO JOAQUIM DE BICAS;28;20;7;1;40;28;10;2;43%;40%;43%;100%
316294;316294 SAO JOSE DA BARRA;21;18;2;1;12;7;4;1;-43%;-61%;100%;0%
316295;316295 SAO JOSE DA LAPA;23;18;4;1;30;23;6;1;30%;28%;50%;0%
316300;316300 SAO JOSE DA SAFIRA;4;3;0;1;5;4;0;1;25%;33%;100%;0%
316310;316310 SAO JOSE DA VARGINHA;9;7;1;1;9;6;2;1;0%;-14%;100%;0%
316320;316320 SAO JOSE DO ALEGRE;5;4;0;1;7;5;1;1;40%;25%;100%;0%
316330;316330 SAO JOSE DO DIVINO;6;4;1;1;6;4;1;1;0%;0%;0%;0%
316340;316340 SAO JOSE DO GOIABAL;5;4;0;1;6;4;0;2;20%;0%;100%;100%
316350;316350 SAO JOSE DO JACURI;7;5;1;1;7;5;1;1;0%;0%;0%;0%
316360;316360 SAO JOSE DO MANTIMENTO;3;2;0;1;7;4;2;1;133%;100%;100%;0%
316370;316370 SAO LOURENCO;222;182;35;5;302;252;43;7;36%;38%;23%;40%
316380;316380 SAO MIGUEL DO ANTA;8;3;4;1;15;8;6;1;88%;167%;50%;0%
316390;316390 SAO PEDRO DA UNIAO;7;4;2;1;9;6;2;1;29%;50%;0%;0%
316400;316400 SAO PEDRO DOS FERROS;14;9;4;1;17;10;6;1;21%;11%;50%;0%
316410;316410 SAO PEDRO DO SUACUI;7;6;0;1;7;6;0;1;0%;0%;100%;0%
316420;316420 SAO ROMAO;11;8;0;3;14;10;1;3;27%;25%;100%;0%
316430;316430 SAO ROQUE DE MINAS;13;8;2;3;14;9;2;3;8%;13%;0%;0%
316440;316440 SAO SEBASTIAO DA BELA VISTA;4;3;0;1;7;4;1;2;75%;33%;100%;100%
316443;316443 SAO SEBASTIAO DA VARGEM ALEGRE;6;4;1;1;7;5;1;1;17%;25%;0%;0%
316447;316447 SAO SEBASTIAO DO ANTA;5;4;0;1;5;4;0;1;0%;0%;100%;0%
316450;316450 SAO SEBASTIAO DO MARANHAO;8;5;2;1;15;8;6;1;88%;60%;200%;0%
316460;316460 SAO SEBASTIAO DO OESTE;15;10;4;1;11;5;5;1;-27%;-50%;25%;0%
316470;316470 SAO SEBASTIAO DO PARAISO;167;133;30;4;238;190;43;5;43%;43%;43%;25%
316480;316480 SAO SEBASTIAO DO RIO PRETO;3;2;0;1;3;2;0;1;0%;0%;100%;0%
316490;316490 SAO SEBASTIAO DO RIO VERDE;4;3;0;1;5;3;1;1;25%;0%;100%;0%
316500;316500 SAO TIAGO;12;5;4;3;13;6;4;3;8%;20%;0%;0%
316510;316510 SAO TOMAS DE AQUINO;11;7;3;1;15;10;4;1;36%;43%;33%;0%
316520;316520 SAO THOME DAS LETRAS;10;7;2;1;20;13;6;1;100%;86%;200%;0%
316530;316530 SAO VICENTE DE MINAS;16;10;4;2;19;13;4;2;19%;30%;0%;0%
316540;316540 SAPUCAI-MIRIM;8;6;1;1;10;8;1;1;25%;33%;0%;0%
316550;316550 SARDOA;5;3;1;1;6;3;1;2;20%;0%;0%;100%
316553;316553 SARZEDO;34;19;13;2;46;28;16;2;35%;47%;23%;0%
316555;316555 SETUBINHA;8;5;2;1;9;6;2;1;13%;20%;0%;0%
316556;316556 SEM-PEIXE;6;4;1;1;6;5;0;1;0%;25%;-100%;0%
316557;316557 SENADOR AMARAL;4;3;0;1;6;4;1;1;50%;33%;100%;0%
316560;316560 SENADOR CORTES;4;3;0;1;5;4;0;1;25%;33%;100%;0%
316570;316570 SENADOR FIRMINO;12;7;2;3;21;15;3;3;75%;114%;50%;0%
316580;316580 SENADOR JOSE BENTO;5;4;0;1;6;5;0;1;20%;25%;100%;0%
316590;316590 SENADOR MODESTINO GONCALVES;3;2;0;1;6;4;1;1;100%;100%;100%;0%
316600;316600 SENHORA DE OLIVEIRA;7;5;1;1;7;5;1;1;0%;0%;0%;0%
316610;316610 SENHORA DO PORTO;3;2;0;1;6;5;0;1;100%;150%;100%;0%
316620;316620 SENHORA DOS REMEDIOS;7;6;0;1;26;23;2;1;271%;283%;100%;0%
316630;316630 SERICITA;11;8;2;1;11;8;2;1;0%;0%;0%;0%
316640;316640 SERITINGA;2;1;0;1;3;1;1;1;50%;0%;100%;0%
316650;316650 SERRA AZUL DE MINAS;3;2;0;1;3;2;0;1;0%;0%;100%;0%
316660;316660 SERRA DA SAUDADE;4;3;0;1;5;4;0;1;25%;33%;100%;0%
316670;316670 SERRA DOS AIMORES;6;5;0;1;6;5;0;1;0%;0%;100%;0%
316680;316680 SERRA DO SALITRE;21;14;5;2;32;19;10;3;52%;36%;100%;50%
316690;316690 SERRANIA;12;6;3;3;14;7;4;3;17%;17%;33%;0%
316695;316695 SERRANOPOLIS DE MINAS;7;6;0;1;8;7;0;1;14%;17%;100%;0%
316700;316700 SERRANOS;4;2;1;1;5;3;1;1;25%;50%;0%;0%
316710;316710 SERRO;25;14;8;3;28;23;2;3;12%;64%;-75%;0%
316720;316720 SETE LAGOAS;512;395;105;12;640;461;167;12;25%;17%;59%;0%
316730;316730 SILVEIRANIA;4;3;0;1;5;4;0;1;25%;33%;100%;0%
316740;316740 SILVIANOPOLIS;10;5;4;1;13;6;6;1;30%;20%;50%;0%
316750;316750 SIMAO PEREIRA;6;5;0;1;6;5;0;1;0%;0%;100%;0%
316760;316760 SIMONESIA;19;10;8;1;25;15;9;1;32%;50%;13%;0%
316770;316770 SOBRALIA;12;7;4;1;20;14;5;1;67%;100%;25%;0%
316780;316780 SOLEDADE DE MINAS;2;1;0;1;6;5;0;1;200%;400%;100%;0%
316790;316790 TABULEIRO;7;6;0;1;6;5;0;1;-14%;-17%;100%;0%
316800;316800 TAIOBEIRAS;48;24;20;4;64;32;28;4;33%;33%;40%;0%
316805;316805 TAPARUBA;6;5;0;1;7;5;1;1;17%;0%;100%;0%
316810;316810 TAPIRA;2;2;0;0;5;4;1;0;150%;100%;0%;0%
316820;316820 TAPIRAI;3;2;0;1;4;3;0;1;33%;50%;100%;0%
316830;316830 TAQUARACU DE MINAS;5;4;0;1;8;5;2;1;60%;25%;100%;0%
316840;316840 TARUMIRIM;16;11;3;2;21;11;7;3;31%;0%;133%;50%
316850;316850 TEIXEIRAS;14;7;5;2;25;14;9;2;79%;100%;80%;0%
316860;316860 TEOFILO OTONI;458;325;117;16;514;361;141;12;12%;11%;21%;-25%
316870;316870 TIMOTEO;124;78;43;3;167;106;55;6;35%;36%;28%;100%
316880;316880 TIRADENTES;7;4;1;2;10;7;1;2;43%;75%;0%;0%
316890;316890 TIROS;12;8;3;1;21;13;6;2;75%;63%;100%;100%
316900;316900 TOCANTINS;18;9;8;1;14;6;7;1;-22%;-33%;-13%;0%
316905;316905 TOCOS DO MOJI;7;6;0;1;8;7;0;1;14%;17%;100%;0%
316910;316910 TOLEDO;5;4;0;1;7;5;1;1;40%;25%;100%;0%
316920;316920 TOMBOS;36;23;11;2;36;22;12;2;0%;-4%;9%;0%
316930;316930 TRES CORACOES;238;188;45;5;295;226;64;5;24%;20%;42%;0%
316935;316935 TRES MARIAS;55;36;17;2;79;57;20;2;44%;58%;18%;0%
316940;316940 TRES PONTAS;209;168;37;4;253;206;42;5;21%;23%;14%;25%
316950;316950 TUMIRITINGA;7;5;1;1;8;5;2;1;14%;0%;100%;0%
316960;316960 TUPACIGUARA;21;13;6;2;25;13;9;3;19%;0%;50%;50%
316970;316970 TURMALINA;30;22;5;3;51;40;8;3;70%;82%;60%;0%
316980;316980 TURVOLANDIA;5;2;2;1;9;5;3;1;80%;150%;50%;0%
316990;316990 UBA;172;88;75;9;205;108;88;9;19%;23%;17%;0%
317000;317000 UBAI;18;16;1;1;21;18;2;1;17%;13%;100%;0%
317005;317005 UBAPORANGA;9;7;1;1;15;9;5;1;67%;29%;400%;0%
317010;317010 UBERABA;594;393;178;23;688;455;208;25;16%;16%;17%;9%
317020;317020 UBERLANDIA;1614;1108;483;23;2706;1691;979;36;68%;53%;103%;57%
317030;317030 UMBURATIBA;4;3;0;1;4;3;0;1;0%;0%;100%;0%
317040;317040 UNAI;125;99;19;7;219;151;59;9;75%;53%;211%;29%
317043;317043 UNIAO DE MINAS;5;3;0;2;8;6;0;2;60%;100%;100%;0%
317047;317047 URUANA DE MINAS;5;4;0;1;7;5;0;2;40%;25%;100%;100%
317050;317050 URUCANIA;6;4;1;1;5;3;1;1;-17%;-25%;0%;0%
317052;317052 URUCUIA;13;9;2;2;16;9;5;2;23%;0%;150%;0%
317057;317057 VARGEM ALEGRE;4;3;0;1;6;3;2;1;50%;0%;100%;0%
317060;317060 VARGEM BONITA;7;6;0;1;6;5;0;1;-14%;-17%;100%;0%
317065;317065 VARGEM GRANDE DO RIO PARDO;10;7;2;1;12;8;3;1;20%;14%;50%;0%
317070;317070 VARGINHA;687;595;81;11;942;810;121;11;37%;36%;49%;0%
317075;317075 VARJAO DE MINAS;8;6;1;1;14;9;3;2;75%;50%;200%;100%
317080;317080 VARZEA DA PALMA;43;24;15;4;57;30;23;4;33%;25%;53%;0%
317090;317090 VARZELANDIA;19;14;2;3;22;14;5;3;16%;0%;150%;0%
317100;317100 VAZANTE;32;24;6;2;51;38;10;3;59%;58%;67%;50%
317103;317103 VERDELANDIA;8;7;0;1;13;10;1;2;63%;43%;100%;100%
317107;317107 VEREDINHA;6;5;0;1;7;4;2;1;17%;-20%;100%;0%
317110;317110 VERISSIMO;3;2;0;1;6;3;2;1;100%;50%;100%;0%
317115;317115 VERMELHO NOVO;2;1;0;1;3;2;0;1;50%;100%;100%;0%
317120;317120 VESPASIANO;120;90;28;2;147;109;36;2;23%;21%;29%;0%
317130;317130 VICOSA;356;315;38;3;549;491;52;6;54%;56%;37%;100%
317140;317140 VIEIRAS;5;3;1;1;6;3;2;1;20%;0%;100%;0%
317150;317150 MATHIAS LOBATO;4;3;0;1;7;5;1;1;75%;67%;100%;0%
317160;317160 VIRGEM DA LAPA;16;12;2;2;17;13;2;2;6%;8%;0%;0%
317170;317170 VIRGINIA;11;7;2;2;17;12;3;2;55%;71%;50%;0%
317180;317180 VIRGINOPOLIS;18;16;0;2;21;17;2;2;17%;6%;100%;0%
317190;317190 VIRGOLANDIA;7;6;0;1;10;5;3;2;43%;-17%;100%;100%
317200;317200 VISCONDE DO RIO BRANCO;62;37;22;3;96;54;39;3;55%;46%;77%;0%
317210;317210 VOLTA GRANDE;10;6;3;1;10;7;2;1;0%;17%;-33%;0%
317220;317220 WENCESLAU BRAZ;2;1;0;1;2;1;0;1;0%;0%;100%;0%
320010;320010 AFONSO CLAUDIO;40;27;10;3;56;41;11;4;40%;52%;10%;33%
320013;320013 AGUIA BRANCA;11;7;3;1;29;21;6;2;164%;200%;100%;100%
320016;320016 AGUA DOCE DO NORTE;15;7;6;2;14;6;7;1;-7%;-14%;17%;-50%
320020;320020 ALEGRE;78;56;20;2;97;72;22;3;24%;29%;10%;50%
320030;320030 ALFREDO CHAVES;24;15;7;2;32;23;6;3;33%;53%;-14%;50%
320035;320035 ALTO RIO NOVO;6;5;0;1;8;4;2;2;33%;-20%;100%;100%
320040;320040 ANCHIETA;78;45;29;4;77;49;24;4;-1%;9%;-17%;0%
320050;320050 APIACA;7;4;1;2;14;11;0;3;100%;175%;-100%;50%
320060;320060 ARACRUZ;213;144;66;3;261;176;79;6;23%;22%;20%;100%
320070;320070 ATILIO VIVACQUA;17;11;4;2;22;13;5;4;29%;18%;25%;100%
320080;320080 BAIXO GUANDU;57;34;21;2;76;56;17;3;33%;65%;-19%;50%
320090;320090 BARRA DE SAO FRANCISCO;80;42;35;3;113;54;53;6;41%;29%;51%;100%
320100;320100 BOA ESPERANCA;28;21;5;2;36;28;7;1;29%;33%;40%;-50%
320110;320110 BOM JESUS DO NORTE;11;7;3;1;17;9;6;2;55%;29%;100%;100%
320115;320115 BREJETUBA;23;11;10;2;28;17;9;2;22%;55%;-10%;0%
320120;320120 CACHOEIRO DE ITAPEMIRIM;425;283;135;7;518;331;171;16;22%;17%;27%;129%
320130;320130 CARIACICA;203;78;113;12;263;98;154;11;30%;26%;36%;-8%
320140;320140 CASTELO;99;78;19;2;136;103;28;5;37%;32%;47%;150%
320150;320150 COLATINA;389;308;69;12;473;377;81;15;22%;22%;17%;25%
320160;320160 CONCEICAO DA BARRA;20;14;3;3;27;18;6;3;35%;29%;100%;0%
320170;320170 CONCEICAO DO CASTELO;15;6;7;2;37;22;12;3;147%;267%;71%;50%
320180;320180 DIVINO DE SAO LOURENCO;9;4;4;1;12;5;5;2;33%;25%;25%;100%
320190;320190 DOMINGOS MARTINS;60;36;22;2;69;40;26;3;15%;11%;18%;50%
320200;320200 DORES DO RIO PRETO;8;5;2;1;15;12;2;1;88%;140%;0%;0%
320210;320210 ECOPORANGA;26;22;2;2;34;25;6;3;31%;14%;200%;50%
320220;320220 FUNDAO;22;11;9;2;24;12;10;2;9%;9%;11%;0%
320225;320225 GOVERNADOR LINDENBERG;25;16;8;1;37;26;9;2;48%;63%;13%;100%
320230;320230 GUACUI;83;57;24;2;71;49;20;2;-14%;-14%;-17%;0%
320240;320240 GUARAPARI;170;77;87;6;248;172;68;8;46%;123%;-22%;33%
320245;320245 IBATIBA;43;27;14;2;112;85;25;2;160%;215%;79%;0%
320250;320250 IBIRACU;31;21;9;1;38;25;11;2;23%;19%;22%;100%
320255;320255 IBITIRAMA;9;6;3;0;23;13;9;1;156%;117%;200%;100%
320260;320260 ICONHA;24;12;10;2;44;28;14;2;83%;133%;40%;0%
320265;320265 IRUPI;20;10;9;1;40;27;10;3;100%;170%;11%;200%
320270;320270 ITAGUACU;24;17;4;3;31;24;5;2;29%;41%;25%;-33%
320280;320280 ITAPEMIRIM;53;29;21;3;84;52;27;5;58%;79%;29%;67%
320290;320290 ITARANA;19;10;7;2;21;13;5;3;11%;30%;-29%;50%
320300;320300 IUNA;61;41;18;2;88;71;15;2;44%;73%;-17%;0%
320305;320305 JAGUARE;39;27;10;2;62;46;13;3;59%;70%;30%;50%
320310;320310 JERONIMO MONTEIRO;25;16;7;2;37;20;14;3;48%;25%;100%;50%
320313;320313 JOAO NEIVA;43;25;16;2;46;30;12;4;7%;20%;-25%;100%
320316;320316 LARANJA DA TERRA;17;12;4;1;35;27;5;3;106%;125%;25%;200%
320320;320320 LINHARES;458;308;144;6;584;369;205;10;28%;20%;42%;67%
320330;320330 MANTENOPOLIS;13;7;5;1;23;15;6;2;77%;114%;20%;100%
320332;320332 MARATAIZES;54;26;26;2;96;50;44;2;78%;92%;69%;0%
320334;320334 MARECHAL FLORIANO;28;17;9;2;33;19;12;2;18%;12%;33%;0%
320335;320335 MARILANDIA;21;15;5;1;19;11;7;1;-10%;-27%;40%;0%
320340;320340 MIMOSO DO SUL;36;24;10;2;67;52;11;4;86%;117%;10%;100%
320350;320350 MONTANHA;25;16;7;2;41;25;12;4;64%;56%;71%;100%
320360;320360 MUCURICI;9;6;2;1;15;11;2;2;67%;83%;0%;100%
320370;320370 MUNIZ FREIRE;26;19;5;2;64;54;7;3;146%;184%;40%;50%
320380;320380 MUQUI;19;13;4;2;16;10;4;2;-16%;-23%;0%;0%
320390;320390 NOVA VENECIA;87;61;24;2;121;84;33;4;39%;38%;38%;100%
320400;320400 PANCAS;25;15;8;2;34;24;6;4;36%;60%;-25%;100%
320405;320405 PEDRO CANARIO;21;17;2;2;22;15;5;2;5%;-12%;150%;0%
320410;320410 PINHEIROS;38;24;11;3;64;44;16;4;68%;83%;45%;33%
320420;320420 PIUMA;38;24;12;2;49;27;19;3;29%;13%;58%;50%
320425;320425 PONTO BELO;12;7;4;1;21;13;6;2;75%;86%;50%;100%
320430;320430 PRESIDENTE KENNEDY;19;14;4;1;25;16;7;2;32%;14%;75%;100%
320435;320435 RIO BANANAL;29;16;12;1;32;18;12;2;10%;13%;0%;100%
320440;320440 RIO NOVO DO SUL;11;6;4;1;16;7;7;2;45%;17%;75%;100%
320450;320450 SANTA LEOPOLDINA;7;5;0;2;13;8;2;3;86%;60%;100%;50%
320455;320455 SANTA MARIA DE JETIBA;55;35;17;3;119;82;34;3;116%;134%;100%;0%
320460;320460 SANTA TERESA;57;33;21;3;72;40;29;3;26%;21%;38%;0%
320465;320465 SAO DOMINGOS DO NORTE;12;7;4;1;18;12;5;1;50%;71%;25%;0%
320470;320470 SAO GABRIEL DA PALHA;98;72;23;3;135;98;32;5;38%;36%;39%;67%
320480;320480 SAO JOSE DO CALCADO;17;8;7;2;27;13;11;3;59%;63%;57%;50%
320490;320490 SAO MATEUS;217;153;58;6;254;173;72;9;17%;13%;24%;50%
320495;320495 SAO ROQUE DO CANAA;18;12;5;1;32;20;10;2;78%;67%;100%;100%
320500;320500 SERRA;414;158;245;11;520;231;272;17;26%;46%;11%;55%
320501;320501 SOORETAMA;17;9;6;2;47;38;6;3;176%;322%;0%;50%
320503;320503 VARGEM ALTA;33;22;8;3;49;35;10;4;48%;59%;25%;33%
320506;320506 VENDA NOVA DO IMIGRANTE;80;59;18;3;142;105;34;3;78%;78%;89%;0%
320510;320510 VIANA;36;25;9;2;59;40;17;2;64%;60%;89%;0%
320515;320515 VILA PAVAO;12;9;3;0;25;20;4;1;108%;122%;33%;100%
320517;320517 VILA VALERIO;15;9;5;1;26;19;5;2;73%;111%;0%;100%
320520;320520 VILA VELHA;789;428;341;20;1068;662;388;18;35%;55%;14%;-10%
320530;320530 VITORIA;1486;681;773;32;1206;631;537;38;-19%;-7%;-31%;19%
330010;330010 ANGRA DOS REIS;453;329;109;15;602;443;135;24;33%;35%;24%;60%
330015;330015 APERIBE;16;6;8;2;20;9;9;2;25%;50%;13%;0%
330020;330020 ARARUAMA;198;136;54;8;345;252;86;7;74%;85%;59%;-13%
330022;330022 AREAL;21;11;7;3;32;18;10;4;52%;64%;43%;33%
330023;330023 ARMACAO DOS BUZIOS;44;26;16;2;67;35;30;2;52%;35%;88%;0%
330025;330025 ARRAIAL DO CABO;20;9;9;2;28;12;13;3;40%;33%;44%;50%
330030;330030 BARRA DO PIRAI;177;117;52;8;103;53;41;9;-42%;-55%;-21%;13%
330040;330040 BARRA MANSA;384;280;89;15;462;343;102;17;20%;23%;15%;13%
330045;330045 BELFORD ROXO;155;68;76;11;228;111;99;18;47%;63%;30%;64%
330050;330050 BOM JARDIM;42;30;10;2;55;34;18;3;31%;13%;80%;50%
330060;330060 BOM JESUS DO ITABAPOANA;113;77;33;3;148;103;42;3;31%;34%;27%;0%
330070;330070 CABO FRIO;309;212;81;16;583;432;136;15;89%;104%;68%;-6%
330080;330080 CACHOEIRAS DE MACACU;88;66;19;3;119;85;30;4;35%;29%;58%;33%
330090;330090 CAMBUCI;20;11;6;3;18;8;7;3;-10%;-27%;17%;0%
330093;330093 CARAPEBUS;20;8;10;2;21;9;10;2;5%;13%;0%;0%
