codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;aumentototal;aumento-primaria;aumentosecundaria;aumento-terciaria
330095;330095 COMENDADOR LEVY GASPARIAN;21;13;5;3;27;12;12;3;29%;-8%;140%;0%
330100;330100 CAMPOS DOS GOYTACAZES;1017;725;271;21;1202;833;345;24;18%;15%;27%;14%
330110;330110 CANTAGALO;46;29;14;3;90;66;20;4;96%;128%;43%;33%
330115;330115 CARDOSO MOREIRA;13;9;3;1;12;9;2;1;-8%;0%;-33%;0%
330120;330120 CARMO;36;15;18;3;48;18;26;4;33%;20%;44%;33%
330130;330130 CASIMIRO DE ABREU;49;27;19;3;49;21;23;5;0%;-22%;21%;67%
330140;330140 CONCEICAO DE MACABU;33;20;9;4;41;25;12;4;24%;25%;33%;0%
330150;330150 CORDEIRO;55;24;29;2;59;26;31;2;7%;8%;7%;0%
330160;330160 DUAS BARRAS;21;11;8;2;29;14;13;2;38%;27%;63%;0%
330170;330170 DUQUE DE CAXIAS;675;380;275;20;465;235;202;28;-31%;-38%;-27%;40%
330180;330180 ENGENHEIRO PAULO DE FRONTIN;19;11;5;3;25;14;8;3;32%;27%;60%;0%
330185;330185 GUAPIMIRIM;40;18;18;4;54;20;27;7;35%;11%;50%;75%
330187;330187 IGUABA GRANDE;32;14;16;2;56;39;15;2;75%;179%;-6%;0%
330190;330190 ITABORAI;237;161;66;10;300;190;100;10;27%;18%;52%;0%
330200;330200 ITAGUAI;154;85;63;6;199;115;77;7;29%;35%;22%;17%
330205;330205 ITALVA;21;9;10;2;23;12;9;2;10%;33%;-10%;0%
330210;330210 ITAOCARA;37;16;17;4;53;25;25;3;43%;56%;47%;-25%
330220;330220 ITAPERUNA;356;273;77;6;427;304;113;10;20%;11%;47%;67%
330225;330225 ITATIAIA;48;28;16;4;53;31;19;3;10%;11%;19%;-25%
330227;330227 JAPERI;32;17;12;3;40;22;14;4;25%;29%;17%;33%
330230;330230 LAJE DO MURIAE;12;6;4;2;14;6;6;2;17%;0%;50%;0%
330240;330240 MACAE;809;553;237;19;1030;689;322;19;27%;25%;36%;0%
330245;330245 MACUCO;11;6;4;1;17;8;7;2;55%;33%;75%;100%
330250;330250 MAGE;174;96;70;8;244;137;93;14;40%;43%;33%;75%
330260;330260 MANGARATIBA;36;28;2;6;45;28;11;6;25%;0%;450%;0%
330270;330270 MARICA;117;72;39;6;172;106;57;9;47%;47%;46%;50%
330280;330280 MENDES;44;29;13;2;51;30;17;4;16%;3%;31%;100%
330285;330285 MESQUITA;73;38;27;8;69;36;24;9;-5%;-5%;-11%;13%
330290;330290 MIGUEL PEREIRA;81;49;28;4;92;58;30;4;14%;18%;7%;0%
330300;330300 MIRACEMA;54;29;20;5;52;32;17;3;-4%;10%;-15%;-40%
330310;330310 NATIVIDADE;44;27;15;2;48;32;14;2;9%;19%;-7%;0%
330320;330320 NILOPOLIS;222;149;63;10;121;73;39;9;-45%;-51%;-38%;-10%
330330;330330 NITEROI;1967;1497;424;46;885;544;295;46;-55%;-64%;-30%;0%
330340;330340 NOVA FRIBURGO;490;398;81;11;647;543;93;11;32%;36%;15%;0%
330350;330350 NOVA IGUACU;902;526;355;21;1159;808;325;26;28%;54%;-8%;24%
330360;330360 PARACAMBI;70;42;24;4;69;41;23;5;-1%;-2%;-4%;25%
330370;330370 PARAIBA DO SUL;79;49;25;5;79;50;23;6;0%;2%;-8%;20%
330380;330380 PARATY;36;22;8;6;49;33;10;6;36%;50%;25%;0%
330385;330385 PATY DO ALFERES;33;21;11;1;48;29;17;2;45%;38%;55%;100%
330390;330390 PETROPOLIS;524;343;162;19;700;464;204;32;34%;35%;26%;68%
330395;330395 PINHEIRAL;27;15;8;4;37;20;14;3;37%;33%;75%;-25%
330400;330400 PIRAI;40;25;10;5;50;31;14;5;25%;24%;40%;0%
330410;330410 PORCIUNCULA;45;30;14;1;59;44;14;1;31%;47%;0%;0%
330411;330411 PORTO REAL;40;24;13;3;51;34;14;3;28%;42%;8%;0%
330412;330412 QUATIS;23;12;8;3;29;16;9;4;26%;33%;13%;33%
330414;330414 QUEIMADOS;67;32;30;5;83;46;30;7;24%;44%;0%;40%
330415;330415 QUISSAMA;23;13;7;3;24;13;8;3;4%;0%;14%;0%
330420;330420 RESENDE;451;334;102;15;530;365;148;17;18%;9%;45%;13%
330430;330430 RIO BONITO;111;60;43;8;118;55;55;8;6%;-8%;28%;0%
330440;330440 RIO CLARO;25;14;6;5;32;18;9;5;28%;29%;50%;0%
330450;330450 RIO DAS FLORES;20;12;5;3;24;16;5;3;20%;33%;0%;0%
330452;330452 RIO DAS OSTRAS;202;111;85;6;312;163;143;6;54%;47%;68%;0%
330455;330455 RIO DE JANEIRO;9565;6463;2801;301;11670;7375;3930;365;22%;14%;40%;21%
330460;330460 SANTA MARIA MADALENA;18;9;7;2;26;12;12;2;44%;33%;71%;0%
330470;330470 SANTO ANTONIO DE PADUA;52;26;20;6;55;25;25;5;6%;-4%;25%;-17%
330475;330475 SAO FRANCISCO DE ITABAPOANA;49;28;18;3;63;30;25;8;29%;7%;39%;167%
330480;330480 SAO FIDELIS;47;27;17;3;61;34;24;3;30%;26%;41%;0%
330490;330490 SAO GONCALO;834;545;254;35;870;552;293;25;4%;1%;15%;-29%
330500;330500 SAO JOAO DA BARRA;45;22;20;3;67;33;30;4;49%;50%;50%;33%
330510;330510 SAO JOAO DE MERITI;261;144;105;12;344;183;145;16;32%;27%;38%;33%
330513;330513 SAO JOSE DE UBA;10;6;3;1;14;6;6;2;40%;0%;100%;100%
330515;330515 SAO JOSE DO VALE DO RIO PRETO;32;17;11;4;53;27;22;4;66%;59%;100%;0%
330520;330520 SAO PEDRO DA ALDEIA;84;48;33;3;134;67;61;6;60%;40%;85%;100%
330530;330530 SAO SEBASTIAO DO ALTO;10;4;4;2;12;6;4;2;20%;50%;0%;0%
330540;330540 SAPUCAIA;36;19;14;3;38;19;14;5;6%;0%;0%;67%
330550;330550 SAQUAREMA;96;51;41;4;160;90;65;5;67%;76%;59%;25%
330555;330555 SEROPEDICA;47;28;14;5;58;34;18;6;23%;21%;29%;20%
330560;330560 SILVA JARDIM;39;22;12;5;38;20;13;5;-3%;-9%;8%;0%
330570;330570 SUMIDOURO;25;13;9;3;26;11;12;3;4%;-15%;33%;0%
330575;330575 TANGUA;36;20;12;4;45;26;14;5;25%;30%;17%;25%
330580;330580 TERESOPOLIS;261;180;73;8;370;222;133;15;42%;23%;82%;88%
330590;330590 TRAJANO DE MORAES;13;9;2;2;23;13;8;2;77%;44%;300%;0%
330600;330600 TRES RIOS;297;198;88;11;342;213;118;11;15%;8%;34%;0%
330610;330610 VALENCA;131;84;37;10;220;162;48;10;68%;93%;30%;0%
330615;330615 VARRE-SAI;10;6;2;2;18;8;8;2;80%;33%;300%;0%
330620;330620 VASSOURAS;99;71;20;8;121;81;32;8;22%;14%;60%;0%
330630;330630 VOLTA REDONDA;678;435;224;19;931;658;254;19;37%;51%;13%;0%
350010;350010 ADAMANTINA;131;99;28;4;159;118;35;6;21%;19%;25%;50%
350020;350020 ADOLFO;5;3;1;1;5;2;2;1;0%;-33%;100%;0%
350030;350030 AGUAI;68;54;12;2;69;53;13;3;1%;-2%;8%;50%
350040;350040 AGUAS DA PRATA;4;2;1;1;6;4;1;1;50%;100%;0%;0%
350050;350050 AGUAS DE LINDOIA;39;27;10;2;46;32;12;2;18%;19%;20%;0%
350055;350055 AGUAS DE SANTA BARBARA;11;9;1;1;10;8;1;1;-9%;-11%;0%;0%
350060;350060 AGUAS DE SAO PEDRO;6;2;3;1;5;3;1;1;-17%;50%;-67%;0%
350070;350070 AGUDOS;44;33;8;3;37;28;6;3;-16%;-15%;-25%;0%
350075;350075 ALAMBARI;8;5;0;3;10;6;1;3;25%;20%;100%;0%
350080;350080 ALFREDO MARCONDES;2;1;0;1;8;7;0;1;300%;600%;100%;0%
350090;350090 ALTAIR;9;6;1;2;8;5;1;2;-11%;-17%;0%;0%
350100;350100 ALTINOPOLIS;38;29;6;3;46;33;10;3;21%;14%;67%;0%
350110;350110 ALTO ALEGRE;8;5;1;2;8;5;1;2;0%;0%;0%;0%
350115;350115 ALUMINIO;12;4;6;2;16;6;8;2;33%;50%;33%;0%
350120;350120 ALVARES FLORENCE;4;3;0;1;6;4;1;1;50%;33%;100%;0%
350130;350130 ALVARES MACHADO;24;16;6;2;23;12;9;2;-4%;-25%;50%;0%
350140;350140 ALVARO DE CARVALHO;3;2;0;1;4;3;0;1;33%;50%;100%;0%
350150;350150 ALVINLANDIA;2;1;0;1;3;2;0;1;50%;100%;100%;0%
350160;350160 AMERICANA;847;766;71;10;1051;934;107;10;24%;22%;51%;0%
350170;350170 AMERICO BRASILIENSE;34;19;10;5;35;18;12;5;3%;-5%;20%;0%
350180;350180 AMERICO DE CAMPOS;6;5;0;1;9;6;1;2;50%;20%;100%;100%
350190;350190 AMPARO;268;207;56;5;306;233;68;5;14%;13%;21%;0%
350200;350200 ANALANDIA;4;2;1;1;7;5;1;1;75%;150%;0%;0%
350210;350210 ANDRADINA;205;180;21;4;300;265;28;7;46%;47%;33%;75%
350220;350220 ANGATUBA;35;23;8;4;45;30;11;4;29%;30%;38%;0%
350230;350230 ANHEMBI;9;7;0;2;9;6;1;2;0%;-14%;100%;0%
350240;350240 ANHUMAS;5;3;1;1;9;6;2;1;80%;100%;100%;0%
350250;350250 APARECIDA;41;26;12;3;46;29;14;3;12%;12%;17%;0%
350260;350260 APARECIDA D'OESTE;7;3;1;3;7;3;1;3;0%;0%;0%;0%
350270;350270 APIAI;47;32;10;5;48;33;11;4;2%;3%;10%;-20%
350275;350275 ARACARIGUAMA;14;5;6;3;20;8;8;4;43%;60%;33%;33%
350280;350280 ARACATUBA;721;553;156;12;436;328;94;14;-40%;-41%;-40%;17%
350290;350290 ARACOIABA DA SERRA;27;11;13;3;37;15;19;3;37%;36%;46%;0%
350300;350300 ARAMINA;8;6;1;1;11;9;1;1;38%;50%;0%;0%
350310;350310 ARANDU;4;2;0;2;6;4;0;2;50%;100%;100%;0%
350315;350315 ARAPEI;4;2;0;2;3;2;0;1;-25%;0%;100%;-50%
350320;350320 ARARAQUARA;714;587;99;28;889;729;125;35;25%;24%;26%;25%
350330;350330 ARARAS;330;271;49;10;341;279;52;10;3%;3%;6%;0%
350335;350335 ARCO-IRIS;2;1;0;1;2;1;0;1;0%;0%;100%;0%
350340;350340 AREALVA;11;8;0;3;15;11;1;3;36%;38%;100%;0%
350350;350350 AREIAS;5;3;0;2;5;3;0;2;0%;0%;100%;0%
350360;350360 AREIOPOLIS;13;7;4;2;15;9;4;2;15%;29%;0%;0%
350370;350370 ARIRANHA;10;5;3;2;17;12;4;1;70%;140%;33%;-50%
350380;350380 ARTUR NOGUEIRA;81;61;16;4;100;76;20;4;23%;25%;25%;0%
350390;350390 ARUJA;61;36;20;5;72;42;27;3;18%;17%;35%;-40%
350395;350395 ASPASIA;2;1;0;1;2;1;0;1;0%;0%;100%;0%
350400;350400 ASSIS;358;303;45;10;513;439;63;11;43%;45%;40%;10%
350410;350410 ATIBAIA;290;215;67;8;420;300;110;10;45%;40%;64%;25%
350420;350420 AURIFLAMA;25;20;2;3;31;23;5;3;24%;15%;150%;0%
350430;350430 AVAI;2;1;0;1;3;2;0;1;50%;100%;100%;0%
350440;350440 AVANHANDAVA;17;12;4;1;18;13;4;1;6%;8%;0%;0%
350450;350450 AVARE;233;193;35;5;289;241;42;6;24%;25%;20%;20%
350460;350460 BADY BASSITT;11;7;3;1;16;10;5;1;45%;43%;67%;0%
350470;350470 BALBINOS;5;4;0;1;5;4;0;1;0%;0%;100%;0%
350480;350480 BALSAMO;5;3;1;1;8;6;1;1;60%;100%;0%;0%
350490;350490 BANANAL;10;6;2;2;15;7;5;3;50%;17%;150%;50%
350500;350500 BARAO DE ANTONINA;4;3;0;1;4;3;0;1;0%;0%;100%;0%
350510;350510 BARBOSA;2;1;0;1;3;2;0;1;50%;100%;100%;0%
350520;350520 BARIRI;66;51;13;2;90;67;21;2;36%;31%;62%;0%
350530;350530 BARRA BONITA;89;77;10;2;105;85;18;2;18%;10%;80%;0%
350535;350535 BARRA DO CHAPEU;7;5;0;2;7;5;0;2;0%;0%;100%;0%
350540;350540 BARRA DO TURVO;8;6;1;1;8;6;1;1;0%;0%;0%;0%
350550;350550 BARRETOS;287;227;47;13;348;274;58;16;21%;21%;23%;23%
350560;350560 BARRINHA;29;17;10;2;45;26;17;2;55%;53%;70%;0%
350570;350570 BARUERI;325;235;86;4;486;362;116;8;50%;54%;35%;100%
350580;350580 BASTOS;32;17;12;3;39;20;16;3;22%;18%;33%;0%
350590;350590 BATATAIS;239;215;19;5;297;272;20;5;24%;27%;5%;0%
350600;350600 BAURU;781;644;110;27;941;766;143;32;20%;19%;30%;19%
350610;350610 BEBEDOURO;254;174;75;5;345;256;83;6;36%;47%;11%;20%
350620;350620 BENTO DE ABREU;4;2;1;1;3;2;0;1;-25%;0%;-100%;0%
350630;350630 BERNARDINO DE CAMPOS;15;8;4;3;20;10;7;3;33%;25%;75%;0%
350635;350635 BERTIOGA;43;21;18;4;89;60;23;6;107%;186%;28%;50%
350640;350640 BILAC;8;5;1;2;12;8;2;2;50%;60%;100%;0%
350650;350650 BIRIGUI;187;134;50;3;275;210;62;3;47%;57%;24%;0%
350660;350660 BIRITIBA-MIRIM;24;15;6;3;24;15;6;3;0%;0%;0%;0%
350670;350670 BOA ESPERANCA DO SUL;22;16;3;3;20;14;3;3;-9%;-13%;0%;0%
350680;350680 BOCAINA;20;16;2;2;22;16;5;1;10%;0%;150%;-50%
350690;350690 BOFETE;2;1;0;1;12;9;3;0;500%;800%;0%;-100%
350700;350700 BOITUVA;83;59;21;3;132;93;36;3;59%;58%;71%;0%
350710;350710 BOM JESUS DOS PERDOES;16;10;4;2;22;14;6;2;38%;40%;50%;0%
350715;350715 BOM SUCESSO DE ITARARE;3;1;0;2;7;4;0;3;133%;300%;100%;50%
350720;350720 BORA;2;1;0;1;2;1;0;1;0%;0%;100%;0%
350730;350730 BORACEIA;4;3;0;1;6;4;1;1;50%;33%;100%;0%
350740;350740 BORBOREMA;38;25;11;2;38;23;13;2;0%;-8%;18%;0%
350745;350745 BOREBI;3;1;1;1;4;2;1;1;33%;100%;0%;0%
350750;350750 BOTUCATU;599;540;48;11;753;685;57;11;26%;27%;19%;0%
350760;350760 BRAGANCA PAULISTA;374;294;69;11;486;363;113;10;30%;23%;64%;-9%
350770;350770 BRAUNA;2;1;0;1;4;2;1;1;100%;100%;100%;0%
350775;350775 BREJO ALEGRE;4;4;0;0;4;4;0;0;0%;0%;0%;0%
350780;350780 BRODOWSKI;50;39;9;2;57;44;11;2;14%;13%;22%;0%
350790;350790 BROTAS;67;59;6;2;81;73;6;2;21%;24%;0%;0%
350800;350800 BURI;17;10;5;2;22;12;8;2;29%;20%;60%;0%
350810;350810 BURITAMA;21;13;6;2;29;19;8;2;38%;46%;33%;0%
350820;350820 BURITIZAL;7;4;2;1;6;4;1;1;-14%;0%;-50%;0%
350830;350830 CABRALIA PAULISTA;4;3;0;1;4;2;1;1;0%;-33%;100%;0%
350840;350840 CABREUVA;33;16;15;2;44;18;23;3;33%;13%;53%;50%
350850;350850 CACAPAVA;276;246;23;7;346;304;31;11;25%;24%;35%;57%
350860;350860 CACHOEIRA PAULISTA;60;47;11;2;77;58;17;2;28%;23%;55%;0%
350870;350870 CACONDE;36;25;9;2;45;31;12;2;25%;24%;33%;0%
350880;350880 CAFELANDIA;40;33;5;2;45;35;8;2;13%;6%;60%;0%
350890;350890 CAIABU;5;3;1;1;5;3;1;1;0%;0%;0%;0%
350900;350900 CAIEIRAS;66;32;30;4;97;50;41;6;47%;56%;37%;50%
350910;350910 CAIUA;6;5;0;1;7;6;0;1;17%;20%;100%;0%
350920;350920 CAJAMAR;51;34;15;2;108;66;39;3;112%;94%;160%;50%
350925;350925 CAJATI;42;32;9;1;48;30;16;2;14%;-6%;78%;100%
350930;350930 CAJOBI;10;6;2;2;12;6;3;3;20%;0%;50%;50%
350940;350940 CAJURU;63;44;16;3;78;55;19;4;24%;25%;19%;33%
350945;350945 CAMPINA DO MONTE ALEGRE;4;2;0;2;5;3;0;2;25%;50%;100%;0%
350950;350950 CAMPINAS;2528;1938;524;66;2639;2038;530;71;4%;5%;1%;8%
350960;350960 CAMPO LIMPO PAULISTA;43;23;18;2;49;24;23;2;14%;4%;28%;0%
350970;350970 CAMPOS DO JORDAO;76;58;12;6;97;73;18;6;28%;26%;50%;0%
350980;350980 CAMPOS NOVOS PAULISTA;2;1;0;1;5;3;1;1;150%;200%;100%;0%
350990;350990 CANANEIA;7;6;0;1;9;7;1;1;29%;17%;100%;0%
350995;350995 CANAS;2;1;0;1;3;2;0;1;50%;100%;100%;0%
351000;351000 CANDIDO MOTA;75;56;17;2;84;62;20;2;12%;11%;18%;0%
351010;351010 CANDIDO RODRIGUES;3;2;0;1;2;1;0;1;-33%;-50%;100%;0%
351015;351015 CANITAR;3;2;0;1;5;3;1;1;67%;50%;100%;0%
351020;351020 CAPAO BONITO;50;32;15;3;56;35;18;3;12%;9%;20%;0%
351030;351030 CAPELA DO ALTO;15;9;3;3;19;11;5;3;27%;22%;67%;0%
351040;351040 CAPIVARI;139;87;49;3;144;96;45;3;4%;10%;-8%;0%
351050;351050 CARAGUATATUBA;188;115;63;10;243;140;90;13;29%;22%;43%;30%
351060;351060 CARAPICUIBA;109;57;44;8;138;77;52;9;27%;35%;18%;13%
351070;351070 CARDOSO;21;15;3;3;22;17;2;3;5%;13%;-33%;0%
351080;351080 CASA BRANCA;78;54;19;5;93;69;20;4;19%;28%;5%;-20%
351090;351090 CASSIA DOS COQUEIROS;5;3;1;1;5;3;1;1;0%;0%;0%;0%
351100;351100 CASTILHO;23;15;6;2;35;27;7;1;52%;80%;17%;-50%
351110;351110 CATANDUVA;481;304;165;12;611;321;278;12;27%;6%;68%;0%
351120;351120 CATIGUA;10;8;1;1;16;12;2;2;60%;50%;100%;100%
351130;351130 CEDRAL;18;10;6;2;18;9;7;2;0%;-10%;17%;0%
351140;351140 CERQUEIRA CESAR;25;16;6;3;36;26;7;3;44%;63%;17%;0%
351150;351150 CERQUILHO;135;104;28;3;144;108;33;3;7%;4%;18%;0%
351160;351160 CESARIO LANGE;14;9;2;3;20;12;5;3;43%;33%;150%;0%
351170;351170 CHARQUEADA;24;17;5;2;23;14;7;2;-4%;-18%;40%;0%
351190;351190 CLEMENTINA;8;5;1;2;12;9;1;2;50%;80%;0%;0%
351200;351200 COLINA;37;27;7;3;48;36;9;3;30%;33%;29%;0%
351210;351210 COLOMBIA;11;7;2;2;12;7;3;2;9%;0%;50%;0%
351220;351220 CONCHAL;38;28;7;3;43;31;9;3;13%;11%;29%;0%
351230;351230 CONCHAS;41;30;9;2;45;33;10;2;10%;10%;11%;0%
351240;351240 CORDEIROPOLIS;37;24;11;2;52;35;15;2;41%;46%;36%;0%
351250;351250 COROADOS;2;1;0;1;2;1;0;1;0%;0%;100%;0%
351260;351260 CORONEL MACEDO;5;3;1;1;5;3;1;1;0%;0%;0%;0%
351270;351270 CORUMBATAI;6;2;1;3;5;2;1;2;-17%;0%;0%;-33%
351280;351280 COSMOPOLIS;74;49;23;2;84;52;29;3;14%;6%;26%;50%
351290;351290 COSMORAMA;5;3;1;1;6;2;3;1;20%;-33%;200%;0%
351300;351300 COTIA;147;95;46;6;219;148;61;10;49%;56%;33%;67%
351310;351310 CRAVINHOS;57;44;10;3;103;87;12;4;81%;98%;20%;33%
351320;351320 CRISTAIS PAULISTA;12;8;3;1;13;9;3;1;8%;13%;0%;0%
351330;351330 CRUZALIA;3;2;0;1;3;2;0;1;0%;0%;100%;0%
351340;351340 CRUZEIRO;267;170;92;5;312;212;95;5;17%;25%;3%;0%
351350;351350 CUBATAO;179;129;42;8;175;126;43;6;-2%;-2%;2%;-25%
351360;351360 CUNHA;21;12;5;4;23;14;6;3;10%;17%;20%;-25%
351370;351370 DESCALVADO;111;90;18;3;128;110;16;2;15%;22%;-11%;-33%
351380;351380 DIADEMA;184;95;71;18;207;115;73;19;13%;21%;3%;6%
351385;351385 DIRCE REIS;3;2;0;1;3;2;0;1;0%;0%;100%;0%
351390;351390 DIVINOLANDIA;27;14;11;2;21;9;9;3;-22%;-36%;-18%;50%
351400;351400 DOBRADA;5;2;2;1;10;6;3;1;100%;200%;50%;0%
351410;351410 DOIS CORREGOS;50;38;10;2;49;36;11;2;-2%;-5%;10%;0%
351420;351420 DOLCINOPOLIS;4;3;0;1;3;2;0;1;-25%;-33%;100%;0%
351430;351430 DOURADO;11;7;2;2;18;11;5;2;64%;57%;150%;0%
351440;351440 DRACENA;200;181;17;2;250;209;37;4;25%;15%;118%;100%
351450;351450 DUARTINA;44;35;6;3;48;38;7;3;9%;9%;17%;0%
351460;351460 DUMONT;5;3;0;2;5;3;0;2;0%;0%;100%;0%
351470;351470 ECHAPORA;6;4;1;1;6;4;1;1;0%;0%;0%;0%
351480;351480 ELDORADO;7;5;1;1;18;13;4;1;157%;160%;300%;0%
351490;351490 ELIAS FAUSTO;13;7;5;1;15;9;5;1;15%;29%;0%;0%
351492;351492 ELISIARIO;3;2;0;1;4;2;0;2;33%;0%;100%;100%
351495;351495 EMBAUBA;3;1;1;1;5;2;2;1;67%;100%;100%;0%
351500;351500 EMBU DAS ARTES;80;62;10;8;161;131;20;10;101%;111%;100%;25%
351510;351510 EMBU-GUACU;36;18;14;4;44;23;16;5;22%;28%;14%;25%
351512;351512 EMILIANOPOLIS;2;1;0;1;5;4;0;1;150%;300%;100%;0%
351515;351515 ENGENHEIRO COELHO;19;10;8;1;41;31;9;1;116%;210%;13%;0%
351518;351518 ESPIRITO SANTO DO PINHAL;160;130;24;6;172;131;35;6;8%;1%;46%;0%
351519;351519 ESPIRITO SANTO DO TURVO;4;2;1;1;5;2;2;1;25%;0%;100%;0%
351520;351520 ESTRELA D'OESTE;22;16;4;2;28;20;5;3;27%;25%;25%;50%
351530;351530 ESTRELA DO NORTE;2;1;0;1;2;1;0;1;0%;0%;100%;0%
351535;351535 EUCLIDES DA CUNHA PAULISTA;13;10;2;1;16;12;3;1;23%;20%;50%;0%
351540;351540 FARTURA;35;25;7;3;36;23;10;3;3%;-8%;43%;0%
351550;351550 FERNANDOPOLIS;347;187;151;9;479;240;230;9;38%;28%;52%;0%
351560;351560 FERNANDO PRESTES;9;4;4;1;9;6;2;1;0%;50%;-50%;0%
351565;351565 FERNAO;2;1;0;1;3;2;0;1;50%;100%;100%;0%
351570;351570 FERRAZ DE VASCONCELOS;55;28;16;11;68;40;21;7;24%;43%;31%;-36%
351580;351580 FLORA RICA;4;2;1;1;3;1;1;1;-25%;-50%;0%;0%
351590;351590 FLOREAL;5;3;1;1;3;2;0;1;-40%;-33%;-100%;0%
351600;351600 FLORIDA PAULISTA;17;11;4;2;18;12;4;2;6%;9%;0%;0%
351610;351610 FLORINIA;5;4;0;1;7;5;1;1;40%;25%;100%;0%
351620;351620 FRANCA;848;666;167;15;332;227;90;15;-61%;-66%;-46%;0%
351630;351630 FRANCISCO MORATO;63;44;16;3;84;62;18;4;33%;41%;13%;33%
351640;351640 FRANCO DA ROCHA;97;61;29;7;119;79;34;6;23%;30%;17%;-14%
351650;351650 GABRIEL MONTEIRO;2;1;0;1;3;1;1;1;50%;0%;100%;0%
351660;351660 GALIA;12;8;2;2;13;10;1;2;8%;25%;-50%;0%
351670;351670 GARCA;69;53;12;4;80;60;16;4;16%;13%;33%;0%
351680;351680 GASTAO VIDIGAL;2;1;0;1;2;1;0;1;0%;0%;100%;0%
351685;351685 GAVIAO PEIXOTO;6;4;1;1;10;7;2;1;67%;75%;100%;0%
351690;351690 GENERAL SALGADO;19;11;6;2;21;12;7;2;11%;9%;17%;0%
351700;351700 GETULINA;14;12;0;2;19;17;0;2;36%;42%;100%;0%
351710;351710 GLICERIO;3;2;0;1;3;2;0;1;0%;0%;100%;0%
351720;351720 GUAICARA;15;11;3;1;15;12;2;1;0%;9%;-33%;0%
351730;351730 GUAIMBE;7;5;1;1;6;4;1;1;-14%;-20%;0%;0%
351740;351740 GUAIRA;69;49;16;4;92;70;18;4;33%;43%;13%;0%
351750;351750 GUAPIACU;22;13;8;1;22;16;5;1;0%;23%;-38%;0%
351760;351760 GUAPIARA;17;9;4;4;20;9;8;3;18%;0%;100%;-25%
351770;351770 GUARA;46;37;6;3;59;48;8;3;28%;30%;33%;0%
351780;351780 GUARACAI;16;12;2;2;13;10;1;2;-19%;-17%;-50%;0%
351790;351790 GUARACI;19;12;5;2;19;12;5;2;0%;0%;0%;0%
351800;351800 GUARANI D'OESTE;4;3;0;1;4;2;1;1;0%;-33%;100%;0%
351810;351810 GUARANTA;6;4;1;1;6;4;1;1;0%;0%;0%;0%
351820;351820 GUARARAPES;44;34;8;2;75;59;14;2;70%;74%;75%;0%
351830;351830 GUARAREMA;27;22;2;3;22;12;7;3;-19%;-45%;250%;0%
351840;351840 GUARATINGUETA;312;245;57;10;466;382;74;10;49%;56%;30%;0%
351850;351850 GUAREI;11;5;3;3;17;7;7;3;55%;40%;133%;0%
351860;351860 GUARIBA;47;29;15;3;56;37;16;3;19%;28%;7%;0%
351870;351870 GUARUJA;336;227;96;13;413;265;129;19;23%;17%;34%;46%
351880;351880 GUARULHOS;877;516;316;45;940;508;383;49;7%;-2%;21%;9%
351885;351885 GUATAPARA;9;5;2;2;11;7;2;2;22%;40%;0%;0%
351890;351890 GUZOLANDIA;3;2;0;1;3;2;0;1;0%;0%;100%;0%
351900;351900 HERCULANDIA;14;11;1;2;16;11;3;2;14%;0%;200%;0%
351905;351905 HOLAMBRA;21;17;3;1;31;26;4;1;48%;53%;33%;0%
351907;351907 HORTOLANDIA;162;92;55;15;204;111;77;16;26%;21%;40%;7%
351910;351910 IACANGA;17;11;2;4;19;13;3;3;12%;18%;50%;-25%
351920;351920 IACRI;5;2;1;2;7;3;2;2;40%;50%;100%;0%
351925;351925 IARAS;7;6;0;1;8;7;0;1;14%;17%;100%;0%
351930;351930 IBATE;37;30;5;2;54;42;10;2;46%;40%;100%;0%
351940;351940 IBIRA;19;11;5;3;21;11;7;3;11%;0%;40%;0%
351950;351950 IBIRAREMA;7;5;1;1;7;5;1;1;0%;0%;0%;0%
351960;351960 IBITINGA;149;126;18;5;168;136;28;4;13%;8%;56%;-20%
351970;351970 IBIUNA;53;41;8;4;60;39;13;8;13%;-5%;63%;100%
351980;351980 ICEM;20;11;7;2;21;11;8;2;5%;0%;14%;0%
351990;351990 IEPE;19;14;3;2;26;20;4;2;37%;43%;33%;0%
352000;352000 IGARACU DO TIETE;21;14;5;2;16;10;5;1;-24%;-29%;0%;-50%
352010;352010 IGARAPAVA;60;44;14;2;73;58;13;2;22%;32%;-7%;0%
352020;352020 IGARATA;5;3;1;1;9;4;3;2;80%;33%;200%;100%
352030;352030 IGUAPE;22;12;9;1;30;17;12;1;36%;42%;33%;0%
352040;352040 ILHABELA;26;19;3;4;39;24;11;4;50%;26%;267%;0%
352042;352042 ILHA COMPRIDA;9;5;3;1;14;10;3;1;56%;100%;0%;0%
352044;352044 ILHA SOLTEIRA;118;89;26;3;124;93;28;3;5%;4%;8%;0%
352050;352050 INDAIATUBA;429;313;108;8;310;220;82;8;-28%;-30%;-24%;0%
352060;352060 INDIANA;8;7;0;1;9;7;1;1;13%;0%;100%;0%
352070;352070 INDIAPORA;6;4;0;2;7;4;1;2;17%;0%;100%;0%
352080;352080 INUBIA PAULISTA;2;1;0;1;2;1;0;1;0%;0%;100%;0%
