ID;codmun6num;municipnascanomalia;anomcong2014;anomcong2015;anomcong2016;anomcong2017;anomcong2018;anomcong2019;anomcong2020;anomcong2021;anomcong2022;anomcong2023
mun4659;430245;430245 BOQUEIRAO DO LEAO;-;2;1;1;1;2;-;1;1;2
mun4660;430250;430250 BOSSOROCA;-;1;-;1;-;-;-;-;1;-
mun4661;430258;430258 BOZANO;-;-;-;-;-;1;-;-;-;-
mun4662;430260;430260 BRAGA;-;-;2;-;-;-;-;1;1;-
mun4663;430265;430265 BROCHIER;-;-;1;1;-;3;3;-;-;-
mun4664;430270;430270 BUTIA;4;4;3;3;4;2;1;3;5;1
mun4665;430280;430280 CACAPAVA DO SUL;5;3;2;3;1;1;3;4;2;3
mun4666;430290;430290 CACEQUI;-;2;-;-;2;1;1;-;-;2
mun4667;430300;430300 CACHOEIRA DO SUL;16;18;10;9;10;6;7;8;11;5
mun4668;430310;430310 CACHOEIRINHA;29;23;13;24;15;27;17;20;16;20
mun4669;430320;430320 CACIQUE DOBLE;-;-;-;-;1;-;-;-;-;-
mun4670;430330;430330 CAIBATE;-;-;-;2;1;-;2;-;-;1
mun4671;430340;430340 CAICARA;-;-;-;-;-;-;1;-;-;-
mun4672;430350;430350 CAMAQUA;8;12;14;17;8;16;12;12;13;11
mun4673;430355;430355 CAMARGO;-;-;-;-;1;1;-;-;-;-
mun4674;430360;430360 CAMBARA DO SUL;-;-;-;-;1;-;-;-;2;1
mun4675;430367;430367 CAMPESTRE DA SERRA;-;-;-;-;-;-;-;1;-;-
mun4676;430370;430370 CAMPINA DAS MISSOES;-;1;-;-;-;2;-;-;1;1
mun4677;430380;430380 CAMPINAS DO SUL;1;-;-;-;-;1;1;-;1;-
mun4678;430390;430390 CAMPO BOM;10;11;7;6;7;11;7;5;3;4
mun4679;430400;430400 CAMPO NOVO;-;-;-;1;-;-;-;1;-;-
mun4680;430410;430410 CAMPOS BORGES;-;2;-;-;-;-;-;1;-;-
mun4681;430420;430420 CANDELARIA;1;1;-;3;2;-;2;3;3;1
mun4682;430430;430430 CANDIDO GODOI;1;2;1;-;-;-;-;1;-;1
mun4683;430435;430435 CANDIOTA;-;-;1;1;1;2;1;2;-;-
mun4684;430440;430440 CANELA;3;3;5;6;4;3;8;7;4;4
mun4685;430450;430450 CANGUCU;-;1;4;3;3;7;2;1;1;2
mun4686;430460;430460 CANOAS;36;34;32;21;33;33;46;39;44;29
mun4687;430461;430461 CANUDOS DO VALE;-;-;-;-;-;-;1;-;-;-
mun4688;430462;430462 CAPAO BONITO DO SUL;-;1;1;-;-;-;-;-;1;-
mun4689;430463;430463 CAPAO DA CANOA;5;7;2;5;7;12;10;3;6;7
mun4690;430465;430465 CAPAO DO CIPO;-;-;1;-;-;-;-;1;-;-
mun4691;430466;430466 CAPAO DO LEAO;-;1;3;6;3;3;3;-;-;-
mun4692;430467;430467 CAPIVARI DO SUL;-;-;1;-;1;2;2;2;1;1
mun4693;430468;430468 CAPELA DE SANTANA;1;1;-;-;1;2;1;1;3;4
mun4694;430469;430469 CAPITAO;-;-;1;-;1;-;-;-;1;1
mun4695;430470;430470 CARAZINHO;2;9;4;6;4;3;6;4;9;4
mun4696;430471;430471 CARAA;1;2;-;3;-;1;-;2;1;-
mun4697;430480;430480 CARLOS BARBOSA;3;4;3;-;5;3;3;8;3;3
mun4698;430485;430485 CARLOS GOMES;1;-;1;-;-;-;1;1;-;-
mun4699;430490;430490 CASCA;-;-;2;-;2;-;-;-;1;1
mun4700;430495;430495 CASEIROS;-;-;-;1;1;-;-;-;1;-
mun4701;430500;430500 CATUIPE;1;-;1;-;1;-;-;-;-;1
mun4702;430510;430510 CAXIAS DO SUL;34;27;44;36;53;37;47;36;54;30
mun4703;430511;430511 CENTENARIO;-;-;-;-;1;-;-;-;-;-
mun4704;430512;430512 CERRITO;-;-;-;1;-;-;-;1;-;-
mun4705;430513;430513 CERRO BRANCO;-;1;-;-;-;-;-;-;1;-
mun4706;430515;430515 CERRO GRANDE;-;-;-;1;-;-;-;-;-;1
mun4707;430517;430517 CERRO GRANDE DO SUL;1;1;-;1;-;6;1;-;-;1
mun4708;430520;430520 CERRO LARGO;2;1;-;1;2;-;-;1;1;3
mun4709;430530;430530 CHAPADA;1;-;-;-;-;3;2;2;-;-
mun4710;430535;430535 CHARQUEADAS;3;1;4;4;2;3;5;5;4;5
mun4711;430537;430537 CHARRUA;-;-;-;-;-;-;-;1;-;-
mun4712;430540;430540 CHIAPETTA;-;-;-;-;-;-;-;-;-;1
mun4713;430543;430543 CHUI;-;-;1;-;-;-;1;-;-;1
mun4714;430544;430544 CHUVISCA;1;-;-;1;1;-;-;1;-;-
mun4715;430545;430545 CIDREIRA;4;-;2;3;-;1;-;1;2;2
mun4716;430550;430550 CIRIACO;-;-;-;-;1;-;-;-;-;-
mun4717;430558;430558 COLINAS;-;-;1;-;1;-;-;-;-;1
mun4718;430560;430560 COLORADO;-;-;1;-;1;-;-;-;-;1
mun4719;430570;430570 CONDOR;2;-;-;1;2;-;2;1;1;2
mun4720;430580;430580 CONSTANTINA;-;3;-;1;1;1;6;2;-;1
mun4721;430583;430583 COQUEIRO BAIXO;-;-;-;-;-;-;-;1;-;1
mun4722;430585;430585 COQUEIROS DO SUL;-;1;-;1;-;-;-;-;1;-
mun4723;430587;430587 CORONEL BARROS;-;1;-;-;-;-;-;-;-;-
mun4724;430590;430590 CORONEL BICACO;-;-;1;-;-;1;1;-;-;-
mun4725;430593;430593 CORONEL PILAR;-;-;-;-;-;1;-;-;-;1
mun4726;430595;430595 COTIPORA;-;-;-;-;-;1;-;1;1;-
mun4727;430597;430597 COXILHA;-;-;-;-;-;-;1;-;-;2
mun4728;430600;430600 CRISSIUMAL;-;1;1;1;3;1;-;-;2;2
mun4729;430605;430605 CRISTAL;-;2;1;-;-;-;-;1;-;1
mun4730;430607;430607 CRISTAL DO SUL;-;-;1;1;-;-;-;-;-;-
mun4731;430610;430610 CRUZ ALTA;7;7;7;11;12;16;10;2;7;10
mun4732;430613;430613 CRUZALTENSE;-;2;-;-;-;-;-;-;-;-
mun4733;430620;430620 CRUZEIRO DO SUL;-;2;2;1;5;1;3;2;-;1
mun4734;430630;430630 DAVID CANABARRO;-;-;-;-;-;1;1;-;-;1
mun4735;430632;430632 DERRUBADAS;-;1;-;-;-;-;-;-;-;-
mun4736;430635;430635 DEZESSEIS DE NOVEMBRO;1;1;-;-;-;1;-;-;-;-
mun4737;430637;430637 DILERMANDO DE AGUIAR;-;1;-;-;-;-;-;-;1;2
mun4738;430640;430640 DOIS IRMAOS;3;3;2;10;4;2;4;2;5;4
mun4739;430642;430642 DOIS IRMAOS DAS MISSOES;-;-;-;1;-;-;-;-;-;-
mun4740;430645;430645 DOIS LAJEADOS;-;-;-;-;-;-;-;-;-;1
mun4741;430650;430650 DOM FELICIANO;-;2;-;3;4;5;4;-;2;2
mun4742;430655;430655 DOM PEDRO DE ALCANTARA;1;-;-;1;-;-;-;-;1;1
mun4743;430660;430660 DOM PEDRITO;5;5;2;-;-;1;1;2;4;2
mun4744;430670;430670 DONA FRANCISCA;1;1;1;-;-;-;1;-;-;-
mun4745;430673;430673 DOUTOR MAURICIO CARDOSO;1;2;-;-;-;-;-;-;-;-
mun4746;430675;430675 DOUTOR RICARDO;-;-;-;-;3;-;1;-;-;-
mun4747;430676;430676 ELDORADO DO SUL;5;9;7;8;8;9;9;6;5;9
mun4748;430680;430680 ENCANTADO;2;8;-;8;3;4;2;2;4;2
mun4749;430690;430690 ENCRUZILHADA DO SUL;1;2;2;2;3;2;1;-;2;4
mun4750;430692;430692 ENGENHO VELHO;-;-;-;-;2;-;-;-;-;-
mun4751;430693;430693 ENTRE-IJUIS;3;-;-;1;2;2;1;1;-;-
mun4752;430695;430695 ENTRE RIOS DO SUL;-;-;2;-;-;-;-;-;-;-
mun4753;430697;430697 EREBANGO;1;-;-;1;-;-;1;-;-;-
mun4754;430700;430700 ERECHIM;5;22;15;2;9;10;8;5;13;10
mun4755;430705;430705 ERNESTINA;-;-;-;-;1;1;-;-;1;-
mun4756;430710;430710 HERVAL;1;-;1;1;1;-;-;-;-;1
mun4757;430720;430720 ERVAL GRANDE;-;-;1;-;-;-;1;1;1;-
mun4758;430730;430730 ERVAL SECO;4;1;-;1;-;-;-;2;-;-
mun4759;430740;430740 ESMERALDA;-;-;-;-;-;-;1;1;1;1
mun4760;430745;430745 ESPERANCA DO SUL;-;-;-;-;-;-;-;-;-;1
mun4761;430750;430750 ESPUMOSO;1;2;-;-;2;-;1;1;3;1
mun4762;430755;430755 ESTACAO;1;-;-;-;1;-;2;1;-;1
mun4763;430760;430760 ESTANCIA VELHA;6;3;8;7;2;9;3;10;-;10
mun4764;430770;430770 ESTEIO;9;6;15;4;8;9;5;9;6;5
mun4765;430780;430780 ESTRELA;8;6;12;5;7;4;7;6;9;9
mun4766;430781;430781 ESTRELA VELHA;-;-;-;1;1;-;-;1;1;-
mun4767;430783;430783 EUGENIO DE CASTRO;1;-;-;-;-;-;1;-;-;-
mun4768;430786;430786 FAGUNDES VARELA;-;-;-;-;-;-;-;-;1;1
mun4769;430790;430790 FARROUPILHA;8;7;6;6;9;6;6;3;11;7
mun4770;430800;430800 FAXINAL DO SOTURNO;-;2;-;-;1;-;2;3;2;-
mun4771;430805;430805 FAXINALZINHO;1;-;-;1;-;-;1;-;3;-
mun4772;430807;430807 FAZENDA VILANOVA;-;2;1;1;1;1;-;-;-;1
mun4773;430810;430810 FELIZ;1;2;-;-;2;1;1;-;1;1
mun4774;430820;430820 FLORES DA CUNHA;3;2;4;2;1;3;2;5;3;2
mun4775;430825;430825 FLORIANO PEIXOTO;-;-;-;-;-;-;1;-;-;-
mun4776;430830;430830 FONTOURA XAVIER;1;2;2;-;2;1;3;-;-;-
mun4777;430840;430840 FORMIGUEIRO;-;-;1;1;1;1;-;-;-;-
mun4778;430843;430843 FORQUETINHA;-;-;-;-;-;-;-;-;1;-
mun4779;430845;430845 FORTALEZA DOS VALOS;-;-;-;3;-;-;-;1;-;-
mun4780;430850;430850 FREDERICO WESTPHALEN;1;6;5;4;3;3;5;5;1;4
mun4781;430860;430860 GARIBALDI;6;1;2;4;2;4;2;7;3;4
mun4782;430865;430865 GARRUCHOS;-;-;-;1;1;1;-;-;-;-
mun4783;430870;430870 GAURAMA;-;1;-;-;-;-;-;-;-;1
mun4784;430880;430880 GENERAL CAMARA;-;-;-;1;3;-;1;-;1;1
mun4785;430885;430885 GENTIL;-;1;1;-;-;-;-;-;-;-
mun4786;430890;430890 GETULIO VARGAS;1;-;2;1;-;2;1;3;1;-
mun4787;430900;430900 GIRUA;3;3;2;1;1;-;-;3;-;-
mun4788;430905;430905 GLORINHA;2;-;-;-;-;-;2;2;1;1
mun4789;430910;430910 GRAMADO;2;4;7;4;7;7;4;4;3;10
mun4790;430912;430912 GRAMADO DOS LOUREIROS;1;-;-;-;-;1;1;1;2;1
mun4791;430915;430915 GRAMADO XAVIER;1;-;1;1;1;3;1;-;-;-
mun4792;430920;430920 GRAVATAI;31;37;40;53;46;40;33;26;19;34
mun4794;430930;430930 GUAIBA;20;16;7;13;12;11;9;9;13;6
mun4795;430940;430940 GUAPORE;-;-;1;2;1;2;1;1;2;2
mun4796;430950;430950 GUARANI DAS MISSOES;-;-;-;-;-;-;1;1;1;-
mun4797;430955;430955 HARMONIA;-;2;2;-;1;2;1;1;1;-
mun4798;430957;430957 HERVEIRAS;-;1;1;1;-;1;-;-;-;-
mun4799;430960;430960 HORIZONTINA;3;1;3;6;1;-;-;1;-;-
mun4800;430965;430965 HULHA NEGRA;-;-;-;1;1;-;-;2;-;1
mun4801;430970;430970 HUMAITA;-;-;-;-;-;-;-;1;-;1
mun4802;430975;430975 IBARAMA;-;-;-;-;1;-;-;1;-;1
mun4803;430980;430980 IBIACA;-;-;-;-;-;-;-;-;1;1
mun4804;430990;430990 IBIRAIARAS;-;1;-;-;-;-;-;-;-;1
mun4805;430995;430995 IBIRAPUITA;1;1;1;-;-;-;-;4;-;-
mun4806;431000;431000 IBIRUBA;1;1;1;1;3;3;1;-;3;-
mun4807;431010;431010 IGREJINHA;4;3;7;3;5;6;7;4;4;9
mun4808;431020;431020 IJUI;10;11;9;16;7;6;8;11;9;8
mun4809;431030;431030 ILOPOLIS;-;-;-;-;-;1;1;-;-;-
mun4810;431033;431033 IMBE;2;2;3;2;1;2;5;1;4;3
mun4811;431036;431036 IMIGRANTE;-;1;-;1;2;-;-;1;-;1
mun4812;431040;431040 INDEPENDENCIA;-;-;-;-;1;-;-;-;1;-
mun4813;431041;431041 INHACORA;-;-;-;-;1;-;-;-;1;-
mun4814;431043;431043 IPE;1;-;2;-;-;-;-;-;-;-
mun4815;431046;431046 IPIRANGA DO SUL;-;-;-;-;-;-;-;-;1;-
mun4816;431050;431050 IRAI;-;2;-;-;-;-;1;2;1;2
mun4817;431053;431053 ITAARA;-;-;-;-;1;-;-;1;-;1
mun4818;431055;431055 ITACURUBI;-;-;1;-;1;1;-;-;-;-
mun4819;431057;431057 ITAPUCA;-;-;-;-;-;-;-;1;-;-
mun4820;431060;431060 ITAQUI;2;2;1;3;3;3;2;5;2;2
mun4821;431065;431065 ITATI;-;-;-;-;-;1;-;-;2;1
mun4822;431070;431070 ITATIBA DO SUL;1;-;1;-;-;-;1;1;-;-
mun4824;431080;431080 IVOTI;3;3;2;4;2;1;4;3;-;6
mun4825;431085;431085 JABOTICABA;-;-;-;-;1;-;-;2;-;2
mun4826;431087;431087 JACUIZINHO;-;-;-;-;-;-;-;-;2;2
mun4827;431090;431090 JACUTINGA;1;-;-;-;-;-;-;1;-;-
mun4828;431100;431100 JAGUARAO;3;1;4;2;3;5;1;-;2;4
mun4829;431110;431110 JAGUARI;1;1;1;1;1;-;-;1;-;4
mun4830;431112;431112 JAQUIRANA;-;-;-;2;1;-;-;-;1;-
mun4831;431113;431113 JARI;-;-;-;1;1;-;1;-;1;-
mun4832;431115;431115 JOIA;2;1;-;-;1;-;1;1;2;1
mun4833;431120;431120 JULIO DE CASTILHOS;2;-;2;1;2;2;2;3;-;2
mun4834;431123;431123 LAGOA BONITA DO SUL;1;-;-;1;-;-;-;-;-;-
mun4835;431125;431125 LAGOAO;-;-;2;-;1;-;-;-;-;1
mun4837;431130;431130 LAGOA VERMELHA;3;-;1;3;1;4;3;2;2;-
mun4838;431140;431140 LAJEADO;10;7;18;20;25;25;17;24;20;20
mun4839;431142;431142 LAJEADO DO BUGRE;-;-;1;-;-;-;-;-;1;-
mun4840;431150;431150 LAVRAS DO SUL;2;1;-;-;-;1;-;1;1;-
mun4841;431160;431160 LIBERATO SALZANO;3;-;-;-;-;1;-;2;-;2
mun4842;431162;431162 LINDOLFO COLLOR;1;1;2;-;1;1;-;2;1;-
mun4843;431164;431164 LINHA NOVA;1;-;-;-;-;-;-;-;-;-
mun4844;431170;431170 MACHADINHO;-;1;3;-;1;-;-;-;1;-
mun4845;431171;431171 MACAMBARA;-;-;2;-;-;1;-;-;-;-
mun4846;431173;431173 MAMPITUBA;-;-;-;-;-;-;1;-;-;-
mun4847;431175;431175 MANOEL VIANA;-;2;-;3;2;2;1;1;2;-
mun4848;431177;431177 MAQUINE;-;2;2;-;-;1;-;-;-;3
mun4849;431179;431179 MARATA;-;-;-;-;-;-;-;1;1;-
mun4850;431180;431180 MARAU;4;5;6;6;5;4;6;8;3;1
mun4851;431190;431190 MARCELINO RAMOS;1;-;-;1;-;-;-;-;-;-
mun4852;431198;431198 MARIANA PIMENTEL;1;-;2;1;1;-;-;1;-;-
mun4853;431200;431200 MARIANO MORO;1;-;-;-;-;-;-;-;-;-
mun4854;431205;431205 MARQUES DE SOUZA;-;-;1;1;1;1;1;1;-;-
mun4855;431210;431210 MATA;2;1;-;-;-;-;-;-;-;-
mun4856;431213;431213 MATO CASTELHANO;-;-;-;-;-;1;-;-;1;-
mun4857;431215;431215 MATO LEITAO;-;1;-;1;-;-;1;-;1;-
mun4858;431217;431217 MATO QUEIMADO;-;-;-;-;-;-;-;-;-;1
mun4859;431220;431220 MAXIMILIANO DE ALMEIDA;-;-;-;-;-;-;-;-;-;2
mun4860;431225;431225 MINAS DO LEAO;1;1;-;-;1;-;-;-;1;2
mun4861;431230;431230 MIRAGUAI;-;-;1;-;-;1;-;-;1;1
mun4862;431235;431235 MONTAURI;-;-;-;-;-;-;-;1;-;-
mun4863;431237;431237 MONTE ALEGRE DOS CAMPOS;-;2;-;-;1;1;-;1;2;1
mun4864;431238;431238 MONTE BELO DO SUL;-;-;1;-;-;-;-;-;-;-
mun4865;431240;431240 MONTENEGRO;15;10;7;8;8;9;14;14;7;13
mun4866;431242;431242 MORMACO;-;-;-;-;-;-;1;-;1;-
mun4867;431244;431244 MORRINHOS DO SUL;-;-;1;1;-;1;-;-;-;-
mun4868;431245;431245 MORRO REDONDO;-;-;-;-;-;-;1;-;-;2
mun4869;431247;431247 MORRO REUTER;2;-;-;-;-;-;1;-;2;2
mun4870;431250;431250 MOSTARDAS;1;-;-;4;1;1;1;4;1;1
mun4871;431260;431260 MUCUM;-;2;1;-;1;-;-;-;1;1
mun4872;431261;431261 MUITOS CAPOES;-;-;-;-;-;-;-;1;-;-
mun4873;431262;431262 MULITERNO;-;-;-;-;-;-;-;-;1;-
mun4874;431265;431265 NAO-ME-TOQUE;-;-;-;1;1;4;2;1;1;1
mun4875;431267;431267 NICOLAU VERGUEIRO;-;-;-;-;-;1;-;-;-;1
mun4876;431270;431270 NONOAI;-;2;1;4;3;3;-;1;1;2
mun4877;431275;431275 NOVA ALVORADA;-;-;1;1;-;1;1;-;-;-
mun4878;431280;431280 NOVA ARACA;-;1;-;-;-;1;-;-;1;1
mun4879;431290;431290 NOVA BASSANO;1;1;1;1;-;-;2;-;1;1
mun4880;431295;431295 NOVA BOA VISTA;1;-;1;-;-;-;-;1;-;-
mun4881;431300;431300 NOVA BRESCIA;1;-;-;-;1;-;1;-;2;1
mun4882;431301;431301 NOVA CANDELARIA;-;-;-;-;-;1;1;-;-;-
mun4883;431303;431303 NOVA ESPERANCA DO SUL;1;1;2;-;-;2;-;-;1;-
mun4884;431306;431306 NOVA HARTZ;3;3;2;-;1;2;5;3;4;1
mun4885;431308;431308 NOVA PADUA;-;-;-;-;1;1;3;-;1;-
mun4886;431310;431310 NOVA PALMA;1;-;1;2;-;2;1;-;-;1
mun4887;431320;431320 NOVA PETROPOLIS;2;-;2;3;2;1;3;1;1;2
mun4888;431330;431330 NOVA PRATA;-;2;2;-;2;4;2;2;10;6
mun4889;431333;431333 NOVA RAMADA;-;1;-;-;-;-;-;-;-;-
mun4890;431335;431335 NOVA ROMA DO SUL;-;-;-;-;-;1;1;-;-;-
mun4891;431337;431337 NOVA SANTA RITA;5;2;3;4;2;4;3;5;6;7
mun4892;431339;431339 NOVO CABRAIS;-;-;-;-;-;1;-;1;-;1
mun4893;431340;431340 NOVO HAMBURGO;22;18;18;11;26;36;31;35;19;24
mun4894;431342;431342 NOVO MACHADO;1;-;-;-;-;-;-;-;-;-
mun4896;431346;431346 NOVO XINGU;-;-;-;-;1;-;-;-;-;1
mun4897;431349;431349 NOVO BARREIRO;-;-;-;-;-;-;-;1;1;1
mun4898;431350;431350 OSORIO;7;5;2;6;4;6;5;5;4;7
mun4899;431360;431360 PAIM FILHO;-;-;-;-;-;2;-;-;1;-
mun4900;431365;431365 PALMARES DO SUL;-;2;2;1;2;1;-;-;-;1
mun4901;431370;431370 PALMEIRA DAS MISSOES;6;4;8;4;4;4;5;1;6;3
mun4902;431380;431380 PALMITINHO;-;1;1;-;1;-;-;-;1;3
mun4903;431390;431390 PANAMBI;5;3;2;1;2;4;2;3;4;7
mun4904;431395;431395 PANTANO GRANDE;-;-;-;1;-;1;-;1;-;-
mun4905;431400;431400 PARAI;-;-;1;1;-;1;2;1;1;1
mun4906;431402;431402 PARAISO DO SUL;1;-;-;-;-;1;1;1;3;2
mun4907;431403;431403 PARECI NOVO;-;-;1;1;-;-;2;1;-;-
mun4908;431405;431405 PAROBE;11;7;9;10;4;5;12;7;9;7
mun4909;431406;431406 PASSA SETE;-;-;-;-;1;-;1;-;-;-
mun4910;431407;431407 PASSO DO SOBRADO;-;-;2;-;1;-;1;-;1;1
mun4911;431410;431410 PASSO FUNDO;19;16;25;18;23;25;21;22;25;19
mun4912;431413;431413 PAULO BENTO;-;-;-;-;-;-;-;-;-;1
mun4913;431415;431415 PAVERAMA;2;3;1;1;2;-;1;1;1;1
mun4914;431417;431417 PEDRAS ALTAS;-;1;-;-;1;1;-;1;-;1
mun4915;431420;431420 PEDRO OSORIO;2;-;-;-;1;1;-;-;-;-
mun4916;431430;431430 PEJUCARA;-;-;-;-;-;-;3;-;1;-
mun4917;431440;431440 PELOTAS;34;27;32;29;40;26;31;15;18;28
mun4918;431442;431442 PICADA CAFE;-;1;1;-;-;2;-;-;-;-
mun4919;431445;431445 PINHAL;1;-;-;-;-;-;-;-;-;-
mun4920;431446;431446 PINHAL DA SERRA;-;-;-;-;-;1;-;-;-;-
mun4921;431447;431447 PINHAL GRANDE;1;-;1;-;-;1;-;-;-;-
mun4922;431449;431449 PINHEIRINHO DO VALE;-;-;-;-;-;-;1;1;-;1
mun4923;431450;431450 PINHEIRO MACHADO;2;2;1;2;4;1;-;-;-;-
mun4924;431454;431454 PINTO BANDEIRA;-;-;-;-;-;1;1;-;-;-
mun4925;431455;431455 PIRAPO;-;-;-;-;-;-;-;-;-;1
mun4926;431460;431460 PIRATINI;1;2;2;5;3;2;1;-;1;1
mun4927;431470;431470 PLANALTO;2;-;-;1;-;-;-;6;-;-
mun4928;431475;431475 POCO DAS ANTAS;-;-;1;1;1;-;-;-;-;1
mun4929;431477;431477 PONTAO;-;-;-;-;-;1;1;1;-;-
mun4930;431478;431478 PONTE PRETA;-;-;-;-;-;3;-;-;-;-
mun4931;431480;431480 PORTAO;4;2;6;1;4;-;4;7;4;4
mun4932;431490;431490 PORTO ALEGRE;253;269;238;250;239;194;200;192;201;179
mun4933;431500;431500 PORTO LUCENA;1;-;-;-;-;-;-;2;-;-
mun4934;431505;431505 PORTO MAUA;1;-;-;-;-;-;-;-;-;-
mun4936;431510;431510 PORTO XAVIER;1;1;-;1;-;1;1;-;-;2
mun4937;431513;431513 POUSO NOVO;-;-;-;-;-;-;-;2;-;-
mun4938;431514;431514 PRESIDENTE LUCENA;-;-;2;-;1;-;-;1;-;2
mun4939;431515;431515 PROGRESSO;-;-;1;1;-;1;-;1;2;-
mun4940;431517;431517 PROTASIO ALVES;-;-;-;1;-;-;-;-;-;-
mun4941;431520;431520 PUTINGA;1;-;-;-;-;-;-;1;-;-
mun4942;431530;431530 QUARAI;4;3;3;2;2;-;2;-;4;2
mun4944;431532;431532 QUEVEDOS;1;-;-;-;-;-;-;-;-;1
mun4945;431535;431535 QUINZE DE NOVEMBRO;1;2;-;1;-;-;1;1;2;1
mun4946;431540;431540 REDENTORA;2;1;1;-;1;1;2;3;4;2
mun4947;431545;431545 RELVADO;1;-;-;-;-;-;-;1;1;-
mun4948;431550;431550 RESTINGA SECA;1;1;2;2;2;1;-;1;4;2
mun4949;431555;431555 RIO DOS INDIOS;-;1;-;-;-;-;-;1;1;1
mun4950;431560;431560 RIO GRANDE;23;26;20;18;26;27;23;26;31;34
mun4951;431570;431570 RIO PARDO;6;1;1;2;3;3;1;-;2;2
mun4952;431575;431575 RIOZINHO;-;-;-;-;1;4;1;1;1;-
mun4953;431580;431580 ROCA SALES;-;2;1;1;2;-;1;1;3;1
mun4954;431590;431590 RODEIO BONITO;-;-;2;-;1;2;-;1;-;-
mun4955;431595;431595 ROLADOR;1;-;-;1;-;-;-;-;-;-
mun4956;431600;431600 ROLANTE;4;-;3;8;3;2;2;3;5;5
mun4957;431610;431610 RONDA ALTA;-;1;-;-;1;1;1;3;-;1
mun4958;431620;431620 RONDINHA;2;-;-;-;-;-;-;1;-;1
mun4959;431630;431630 ROQUE GONZALES;-;-;2;-;-;1;-;-;1;-
mun4960;431640;431640 ROSARIO DO SUL;2;3;5;7;7;1;11;2;7;4
mun4961;431642;431642 SAGRADA FAMILIA;-;-;1;-;-;-;1;1;1;1
mun4963;431645;431645 SALTO DO JACUI;1;1;1;1;1;-;4;1;-;-
mun4964;431647;431647 SALVADOR DAS MISSOES;-;-;1;-;-;-;-;-;-;1
mun4965;431650;431650 SALVADOR DO SUL;-;2;-;-;1;-;1;2;-;1
mun4966;431660;431660 SANANDUVA;1;1;1;3;2;1;1;3;-;-
mun4968;431673;431673 SANTA CECILIA DO SUL;-;-;-;1;-;-;-;-;-;-
mun4969;431675;431675 SANTA CLARA DO SUL;-;1;-;1;3;2;1;3;1;-
mun4970;431680;431680 SANTA CRUZ DO SUL;19;24;34;25;30;17;14;17;23;15
mun4971;431690;431690 SANTA MARIA;32;34;38;34;26;26;37;45;39;40
mun4972;431695;431695 SANTA MARIA DO HERVAL;-;-;-;1;-;1;1;-;1;-
mun4973;431697;431697 SANTA MARGARIDA DO SUL;-;-;-;-;-;-;-;-;-;1
mun4974;431700;431700 SANTANA DA BOA VISTA;-;-;-;-;-;-;1;-;-;2
mun4975;431710;431710 SANT'ANA DO LIVRAMENTO;2;2;2;2;4;3;6;6;6;6
mun4976;431720;431720 SANTA ROSA;4;10;4;11;7;5;8;6;6;7
mun4978;431730;431730 SANTA VITORIA DO PALMAR;1;1;3;-;2;-;2;2;4;2
mun4979;431740;431740 SANTIAGO;6;1;8;10;10;5;5;4;4;10
mun4980;431750;431750 SANTO ANGELO;7;9;8;13;8;6;8;8;4;9
mun4981;431755;431755 SANTO ANTONIO DO PALMA;-;-;1;-;1;-;1;1;-;-
mun4982;431760;431760 SANTO ANTONIO DA PATRULHA;5;4;5;9;1;1;3;5;5;4
mun4983;431770;431770 SANTO ANTONIO DAS MISSOES;-;-;-;-;1;-;1;-;1;1
mun4984;431775;431775 SANTO ANTONIO DO PLANALTO;-;1;-;-;-;1;-;-;-;-
mun4985;431780;431780 SANTO AUGUSTO;-;2;-;-;-;1;-;1;-;1
mun4986;431790;431790 SANTO CRISTO;-;-;-;1;1;-;-;1;3;1
mun4988;431800;431800 SAO BORJA;6;6;8;4;4;10;8;2;6;10
mun4989;431805;431805 SAO DOMINGOS DO SUL;-;-;-;-;-;-;-;-;1;-
mun4990;431810;431810 SAO FRANCISCO DE ASSIS;-;3;2;2;2;2;1;2;4;-
mun4991;431820;431820 SAO FRANCISCO DE PAULA;2;-;-;2;-;1;1;3;2;2
mun4992;431830;431830 SAO GABRIEL;4;3;6;6;12;7;15;12;9;8
mun4993;431840;431840 SAO JERONIMO;2;4;1;4;1;3;2;1;1;2
mun4994;431842;431842 SAO JOAO DA URTIGA;1;-;-;-;-;-;1;-;-;-
mun4995;431843;431843 SAO JOAO DO POLESINE;-;1;-;-;1;1;1;1;1;-
mun4996;431844;431844 SAO JORGE;-;-;-;-;-;1;1;-;-;-
mun4997;431845;431845 SAO JOSE DAS MISSOES;-;1;-;-;-;-;-;-;1;-
mun4998;431846;431846 SAO JOSE DO HERVAL;-;-;-;-;-;1;-;-;-;-
mun4999;431848;431848 SAO JOSE DO HORTENCIO;-;-;-;1;1;1;-;-;-;-
mun5000;431849;431849 SAO JOSE DO INHACORA;-;-;-;1;-;-;-;-;-;-
mun5001;431850;431850 SAO JOSE DO NORTE;1;2;3;2;2;1;2;2;4;4
mun5002;431860;431860 SAO JOSE DO OURO;1;-;-;-;2;2;-;1;1;-
mun5003;431861;431861 SAO JOSE DO SUL;-;-;-;-;1;-;1;-;-;-
mun5004;431862;431862 SAO JOSE DOS AUSENTES;-;-;1;-;-;1;-;1;1;2
mun5005;431870;431870 SAO LEOPOLDO;15;13;10;14;28;18;10;8;15;13
