ID;codmun6num;municipnascanomalia;anomcong2014;anomcong2015;anomcong2016;anomcong2017;anomcong2018;anomcong2019;anomcong2020;anomcong2021;anomcong2022;anomcong2023
mun2867;315340;315340 PRESIDENTE OLEGARIO;1;2;1;2;4;1;1;-;2;1
mun2868;315350;315350 ALTO JEQUITIBA;-;-;1;1;1;-;1;3;-;1
mun2869;315360;315360 PRUDENTE DE MORAIS;1;1;2;1;-;1;2;1;1;-
mun2870;315370;315370 QUARTEL GERAL;-;-;1;-;-;-;-;-;-;-
mun2872;315390;315390 RAPOSOS;1;2;-;1;-;2;1;2;2;1
mun2873;315400;315400 RAUL SOARES;-;-;1;3;1;-;1;-;1;2
mun2874;315410;315410 RECREIO;3;2;3;4;1;2;2;1;1;1
mun2875;315415;315415 REDUTO;-;-;1;-;-;2;1;-;2;-
mun2876;315420;315420 RESENDE COSTA;2;1;2;-;1;-;-;-;1;1
mun2877;315430;315430 RESPLENDOR;1;3;3;1;-;2;3;1;2;4
mun2878;315440;315440 RESSAQUINHA;-;-;1;-;-;-;-;-;-;-
mun2879;315445;315445 RIACHINHO;1;1;-;1;-;1;-;2;-;1
mun2880;315450;315450 RIACHO DOS MACHADOS;1;-;1;-;-;1;-;1;-;-
mun2881;315460;315460 RIBEIRAO DAS NEVES;34;25;40;33;40;45;27;42;30;39
mun2882;315470;315470 RIBEIRAO VERMELHO;-;-;-;-;-;-;-;-;1;-
mun2883;315480;315480 RIO ACIMA;1;1;-;2;1;1;1;1;-;1
mun2884;315490;315490 RIO CASCA;3;-;-;-;2;2;-;-;1;1
mun2885;315500;315500 RIO DOCE;-;-;-;-;-;-;-;1;-;-
mun2886;315510;315510 RIO DO PRADO;-;-;1;2;1;-;-;1;-;-
mun2889;315540;315540 RIO NOVO;1;-;-;1;-;2;1;3;-;-
mun2890;315550;315550 RIO PARANAIBA;-;-;-;1;1;-;-;-;-;-
mun2891;315560;315560 RIO PARDO DE MINAS;1;-;1;-;3;-;-;-;-;-
mun2892;315570;315570 RIO PIRACICABA;-;1;-;1;-;-;-;-;2;1
mun2893;315580;315580 RIO POMBA;1;-;-;1;1;1;3;4;4;1
mun2894;315590;315590 RIO PRETO;-;1;-;-;-;-;-;-;-;-
mun2895;315600;315600 RIO VERMELHO;2;-;1;1;2;-;-;-;1;2
mun2896;315610;315610 RITAPOLIS;1;-;-;-;-;-;-;-;-;-
mun2897;315620;315620 ROCHEDO DE MINAS;-;-;-;-;-;1;1;-;-;-
mun2898;315630;315630 RODEIRO;1;1;-;-;-;2;-;1;-;1
mun2899;315640;315640 ROMARIA;-;1;-;-;-;-;1;1;-;2
mun2901;315650;315650 RUBELITA;-;-;2;-;-;-;1;-;-;-
mun2902;315660;315660 RUBIM;3;-;-;-;3;1;1;-;3;-
mun2903;315670;315670 SABARA;6;6;18;22;10;11;7;8;11;11
mun2904;315680;315680 SABINOPOLIS;-;-;-;2;2;1;3;-;1;1
mun2905;315690;315690 SACRAMENTO;1;2;1;4;2;-;3;1;3;2
mun2906;315700;315700 SALINAS;1;-;5;-;3;-;-;-;-;-
mun2907;315710;315710 SALTO DA DIVISA;3;-;-;2;-;1;-;1;2;1
mun2908;315720;315720 SANTA BARBARA;1;-;3;2;1;1;1;2;3;3
mun2909;315725;315725 SANTA BARBARA DO LESTE;1;-;-;-;1;-;-;-;1;-
mun2910;315727;315727 SANTA BARBARA DO MONTE VERDE;-;-;-;-;-;1;-;-;1;-
mun2912;315733;315733 SANTA CRUZ DE MINAS;1;-;-;-;-;1;-;-;1;-
mun2914;315740;315740 SANTA CRUZ DO ESCALVADO;-;-;1;1;-;-;-;-;2;2
mun2915;315750;315750 SANTA EFIGENIA DE MINAS;1;-;-;-;2;-;3;1;1;1
mun2916;315760;315760 SANTA FE DE MINAS;-;-;1;2;1;-;-;1;-;1
mun2917;315765;315765 SANTA HELENA DE MINAS;1;1;1;1;2;1;1;-;-;-
mun2918;315770;315770 SANTA JULIANA;1;2;-;2;-;3;2;2;1;2
mun2919;315780;315780 SANTA LUZIA;17;17;10;18;16;20;24;19;21;33
mun2920;315790;315790 SANTA MARGARIDA;-;1;2;1;2;2;2;2;1;2
mun2921;315800;315800 SANTA MARIA DE ITABIRA;-;-;-;-;2;-;2;-;1;1
mun2922;315810;315810 SANTA MARIA DO SALTO;-;1;-;-;-;-;-;1;-;-
mun2923;315820;315820 SANTA MARIA DO SUACUI;3;3;2;2;-;2;1;1;1;1
mun2924;315830;315830 SANTANA DA VARGEM;-;-;1;1;1;-;-;-;1;1
mun2925;315840;315840 SANTANA DE CATAGUASES;-;-;-;1;-;-;-;-;-;-
mun2926;315850;315850 SANTANA DE PIRAPAMA;1;2;1;-;-;-;-;-;-;2
mun2927;315860;315860 SANTANA DO DESERTO;-;1;1;-;2;-;-;-;-;-
mun2928;315870;315870 SANTANA DO GARAMBEU;1;-;-;-;-;-;-;-;-;1
mun2929;315880;315880 SANTANA DO JACARE;-;-;1;2;1;2;-;1;-;-
mun2930;315890;315890 SANTANA DO MANHUACU;-;-;1;1;-;3;2;1;-;2
mun2931;315895;315895 SANTANA DO PARAISO;2;6;5;12;6;6;6;11;8;7
mun2932;315900;315900 SANTANA DO RIACHO;1;-;-;1;-;1;-;-;-;-
mun2933;315910;315910 SANTANA DOS MONTES;-;-;1;-;-;-;-;-;1;-
mun2934;315920;315920 SANTA RITA DE CALDAS;-;-;1;1;2;1;1;1;-;-
mun2936;315935;315935 SANTA RITA DE MINAS;-;-;-;-;-;2;-;-;1;1
mun2938;315950;315950 SANTA RITA DO ITUETO;-;2;1;-;2;1;2;1;-;1
mun2939;315960;315960 SANTA RITA DO SAPUCAI;6;4;1;5;4;3;4;6;1;2
mun2940;315970;315970 SANTA ROSA DA SERRA;-;-;1;-;-;-;-;-;-;1
mun2941;315980;315980 SANTA VITORIA;1;5;3;2;2;-;1;1;2;2
mun2942;315990;315990 SANTO ANTONIO DO AMPARO;-;2;1;2;-;1;2;1;-;-
mun2943;316000;316000 SANTO ANTONIO DO AVENTUREIRO;-;-;-;-;1;-;-;-;-;1
mun2944;316010;316010 SANTO ANTONIO DO GRAMA;-;-;-;1;1;-;-;-;-;1
mun2945;316020;316020 SANTO ANTONIO DO ITAMBE;-;-;1;-;-;-;2;-;1;-
mun2946;316030;316030 SANTO ANTONIO DO JACINTO;1;1;-;3;-;1;-;1;-;-
mun2947;316040;316040 SANTO ANTONIO DO MONTE;2;3;2;7;5;5;2;4;1;2
mun2948;316045;316045 SANTO ANTONIO DO RETIRO;-;2;-;-;1;-;-;-;-;-
mun2950;316060;316060 SANTO HIPOLITO;-;1;1;-;-;1;-;-;-;-
mun2951;316070;316070 SANTOS DUMONT;8;4;4;4;5;6;2;2;3;1
mun2952;316080;316080 SAO BENTO ABADE;-;-;-;1;-;-;-;-;-;-
mun2953;316090;316090 SAO BRAS DO SUACUI;-;-;-;-;-;-;1;-;-;-
mun2954;316095;316095 SAO DOMINGOS DAS DORES;-;1;1;-;-;-;2;-;-;1
mun2955;316100;316100 SAO DOMINGOS DO PRATA;-;-;1;-;3;-;1;1;1;-
mun2956;316105;316105 SAO FELIX DE MINAS;-;1;1;-;-;2;1;-;1;1
mun2957;316110;316110 SAO FRANCISCO;5;11;11;12;13;7;13;3;7;8
mun2958;316120;316120 SAO FRANCISCO DE PAULA;-;-;1;1;-;-;-;-;-;-
mun2959;316130;316130 SAO FRANCISCO DE SALES;1;-;1;1;-;-;-;-;-;-
mun2960;316140;316140 SAO FRANCISCO DO GLORIA;-;-;-;-;-;-;-;1;-;-
mun2961;316150;316150 SAO GERALDO;1;2;1;2;-;1;-;2;3;1
mun2962;316160;316160 SAO GERALDO DA PIEDADE;-;-;-;-;1;-;-;-;-;1
mun2963;316165;316165 SAO GERALDO DO BAIXIO;-;-;2;1;1;1;-;-;-;1
mun2964;316170;316170 SAO GONCALO DO ABAETE;2;1;1;1;1;-;-;-;-;3
mun2965;316180;316180 SAO GONCALO DO PARA;1;-;-;1;3;1;-;3;1;1
mun2966;316190;316190 SAO GONCALO DO RIO ABAIXO;1;-;1;-;-;-;-;1;1;1
mun2967;316200;316200 SAO GONCALO DO SAPUCAI;3;7;3;2;1;2;-;2;5;1
mun2968;316210;316210 SAO GOTARDO;2;7;3;5;6;4;2;2;6;5
mun2969;316220;316220 SAO JOAO BATISTA DO GLORIA;-;-;-;-;-;1;-;-;-;-
mun2970;316225;316225 SAO JOAO DA LAGOA;-;-;1;-;-;-;-;-;-;-
mun2971;316230;316230 SAO JOAO DA MATA;-;-;-;1;-;1;-;-;-;-
mun2972;316240;316240 SAO JOAO DA PONTE;2;2;2;3;2;3;-;-;1;3
mun2973;316245;316245 SAO JOAO DAS MISSOES;1;-;3;-;4;4;1;-;-;1
mun2974;316250;316250 SAO JOAO DEL REI;3;1;6;8;6;3;4;9;6;9
mun2975;316255;316255 SAO JOAO DO MANHUACU;1;-;2;-;-;2;-;-;-;-
mun2976;316257;316257 SAO JOAO DO MANTENINHA;-;-;-;-;-;-;-;1;2;-
mun2977;316260;316260 SAO JOAO DO ORIENTE;-;-;1;-;2;3;-;1;1;1
mun2978;316265;316265 SAO JOAO DO PACUI;1;-;1;-;1;-;-;-;-;2
mun2979;316270;316270 SAO JOAO DO PARAISO;1;2;2;1;1;-;-;-;2;1
mun2980;316280;316280 SAO JOAO EVANGELISTA;-;1;1;-;-;-;1;-;-;1
mun2981;316290;316290 SAO JOAO NEPOMUCENO;-;1;4;1;4;1;4;3;1;-
mun2982;316292;316292 SAO JOAQUIM DE BICAS;1;1;6;4;4;2;3;7;3;5
mun2983;316294;316294 SAO JOSE DA BARRA;-;-;-;-;-;-;-;-;-;1
mun2984;316295;316295 SAO JOSE DA LAPA;1;1;5;3;3;1;1;3;3;3
mun2985;316300;316300 SAO JOSE DA SAFIRA;-;-;1;-;-;1;-;2;-;1
mun2987;316320;316320 SAO JOSE DO ALEGRE;2;-;-;-;2;-;-;1;-;-
mun2988;316330;316330 SAO JOSE DO DIVINO;-;-;-;-;-;1;-;-;2;-
mun2989;316340;316340 SAO JOSE DO GOIABAL;1;-;-;-;-;-;1;-;-;-
mun2990;316350;316350 SAO JOSE DO JACURI;1;-;-;-;-;1;-;-;1;1
mun2991;316360;316360 SAO JOSE DO MANTIMENTO;1;-;-;-;-;-;1;-;1;1
mun2992;316370;316370 SAO LOURENCO;10;3;3;5;4;-;3;5;1;6
mun2993;316380;316380 SAO MIGUEL DO ANTA;-;1;-;-;1;-;-;-;-;1
mun2994;316390;316390 SAO PEDRO DA UNIAO;-;1;-;-;1;-;-;-;1;-
mun2995;316400;316400 SAO PEDRO DOS FERROS;1;1;1;2;-;1;1;-;1;2
mun2996;316410;316410 SAO PEDRO DO SUACUI;-;-;-;-;-;1;-;-;-;-
mun2997;316420;316420 SAO ROMAO;2;2;1;-;-;-;-;-;2;1
mun2998;316430;316430 SAO ROQUE DE MINAS;-;1;-;-;-;1;-;-;1;-
mun2999;316440;316440 SAO SEBASTIAO DA BELA VISTA;2;-;-;2;-;-;-;1;-;-
mun3000;316443;316443 SAO SEBASTIAO DA VARGEM ALEGRE;1;-;-;-;-;1;-;-;-;-
mun3001;316447;316447 SAO SEBASTIAO DO ANTA;-;-;-;1;-;-;1;-;-;-
mun3002;316450;316450 SAO SEBASTIAO DO MARANHAO;4;4;1;1;1;4;1;-;-;-
mun3003;316460;316460 SAO SEBASTIAO DO OESTE;1;-;-;-;-;-;3;-;1;1
mun3004;316470;316470 SAO SEBASTIAO DO PARAISO;5;5;11;1;3;3;1;4;6;1
mun3005;316480;316480 SAO SEBASTIAO DO RIO PRETO;-;-;-;-;-;-;1;-;-;-
mun3006;316490;316490 SAO SEBASTIAO DO RIO VERDE;-;-;-;-;-;-;-;-;-;1
mun3007;316500;316500 SAO TIAGO;1;-;-;1;-;-;-;4;-;-
mun3008;316510;316510 SAO TOMAS DE AQUINO;-;1;-;-;-;-;1;-;-;-
mun3009;316520;316520 SAO THOME DAS LETRAS;-;-;-;-;-;-;-;-;-;1
mun3010;316530;316530 SAO VICENTE DE MINAS;-;-;-;-;-;-;-;2;-;-
mun3011;316540;316540 SAPUCAI-MIRIM;3;3;-;2;1;1;1;-;-;-
mun3012;316550;316550 SARDOA;-;-;1;-;2;-;1;-;-;-
mun3013;316553;316553 SARZEDO;3;4;4;2;5;6;3;3;4;10
mun3014;316555;316555 SETUBINHA;-;-;1;1;-;1;1;-;4;1
mun3015;316556;316556 SEM-PEIXE;-;-;-;-;-;1;-;-;1;-
mun3016;316557;316557 SENADOR AMARAL;-;-;-;1;4;-;-;-;-;-
mun3017;316560;316560 SENADOR CORTES;-;-;1;1;-;1;-;-;2;-
mun3019;316580;316580 SENADOR JOSE BENTO;-;-;1;-;-;-;-;-;-;-
mun3020;316590;316590 SENADOR MODESTINO GONCALVES;1;-;2;-;-;-;-;-;-;-
mun3021;316600;316600 SENHORA DE OLIVEIRA;-;2;1;-;2;2;-;-;-;-
mun3023;316620;316620 SENHORA DOS REMEDIOS;-;-;-;-;-;-;1;1;-;1
mun3024;316630;316630 SERICITA;-;-;2;-;-;-;-;1;1;1
mun3026;316650;316650 SERRA AZUL DE MINAS;1;-;-;-;2;1;-;1;-;1
mun3028;316670;316670 SERRA DOS AIMORES;-;-;-;1;-;2;-;-;-;-
mun3029;316680;316680 SERRA DO SALITRE;-;1;1;2;2;-;1;-;2;-
mun3030;316690;316690 SERRANIA;2;-;-;-;1;-;-;1;-;1
mun3031;316695;316695 SERRANOPOLIS DE MINAS;-;-;-;-;-;-;-;-;-;1
mun3033;316710;316710 SERRO;6;4;-;2;1;3;4;1;3;7
mun3034;316720;316720 SETE LAGOAS;9;11;12;13;12;22;15;13;20;16
mun3035;316730;316730 SILVEIRANIA;2;1;-;-;-;-;-;-;-;3
mun3036;316740;316740 SILVIANOPOLIS;-;-;-;3;-;-;-;-;2;-
mun3037;316750;316750 SIMAO PEREIRA;1;-;-;-;1;-;-;-;-;-
mun3038;316760;316760 SIMONESIA;-;1;1;-;1;-;1;1;3;4
mun3039;316770;316770 SOBRALIA;-;-;-;-;2;1;-;1;-;1
mun3040;316780;316780 SOLEDADE DE MINAS;1;2;-;-;-;-;-;-;1;1
mun3041;316790;316790 TABULEIRO;-;-;-;-;1;-;-;1;-;-
mun3042;316800;316800 TAIOBEIRAS;3;2;3;4;1;-;3;-;1;5
mun3043;316805;316805 TAPARUBA;-;-;1;-;-;3;-;1;-;1
mun3044;316810;316810 TAPIRA;-;1;-;-;-;2;-;-;1;-
mun3045;316820;316820 TAPIRAI;-;1;-;-;-;-;-;-;-;-
mun3046;316830;316830 TAQUARACU DE MINAS;-;-;-;-;-;2;-;1;-;2
mun3047;316840;316840 TARUMIRIM;3;1;-;-;1;1;1;1;1;3
mun3048;316850;316850 TEIXEIRAS;-;-;1;-;-;2;3;-;-;1
mun3049;316860;316860 TEOFILO OTONI;18;18;23;31;32;21;19;26;16;24
mun3050;316870;316870 TIMOTEO;13;7;15;5;8;3;14;3;4;7
mun3051;316880;316880 TIRADENTES;-;-;1;-;-;-;-;-;-;-
mun3052;316890;316890 TIROS;-;-;-;-;-;1;-;1;1;-
mun3053;316900;316900 TOCANTINS;4;1;2;2;-;1;3;-;2;-
mun3054;316905;316905 TOCOS DO MOJI;-;-;-;-;-;-;-;1;-;1
mun3055;316910;316910 TOLEDO;-;-;1;-;2;-;-;-;1;-
mun3056;316920;316920 TOMBOS;1;-;-;1;-;-;-;-;-;-
mun3057;316930;316930 TRES CORACOES;7;8;5;7;7;5;5;3;5;7
mun3058;316935;316935 TRES MARIAS;7;3;4;6;2;2;9;1;3;5
mun3059;316940;316940 TRES PONTAS;4;3;6;3;9;4;9;5;11;12
mun3060;316950;316950 TUMIRITINGA;-;-;1;1;-;-;3;1;-;-
mun3061;316960;316960 TUPACIGUARA;1;-;2;2;1;1;1;1;2;2
mun3062;316970;316970 TURMALINA;1;-;2;-;-;-;1;3;2;4
mun3063;316980;316980 TURVOLANDIA;-;-;-;1;-;-;-;-;1;1
mun3064;316990;316990 UBA;10;15;15;5;8;8;10;5;7;5
mun3065;317000;317000 UBAI;-;5;-;1;2;1;1;-;1;-
mun3066;317005;317005 UBAPORANGA;-;1;-;-;-;2;-;-;-;-
mun3067;317010;317010 UBERABA;34;28;17;17;25;17;20;17;21;24
mun3068;317020;317020 UBERLANDIA;67;56;72;66;67;71;54;73;56;60
mun3069;317030;317030 UMBURATIBA;1;-;-;-;-;-;1;1;1;-
mun3070;317040;317040 UNAI;12;17;10;14;8;11;5;12;4;9
mun3071;317043;317043 UNIAO DE MINAS;-;1;-;-;-;1;-;-;1;-
mun3072;317047;317047 URUANA DE MINAS;-;1;1;1;-;-;-;-;-;1
mun3073;317050;317050 URUCANIA;2;2;2;1;-;-;4;1;2;1
mun3074;317052;317052 URUCUIA;1;-;-;-;-;-;-;3;4;2
mun3075;317057;317057 VARGEM ALEGRE;1;-;-;-;-;-;-;-;-;-
mun3076;317060;317060 VARGEM BONITA;-;-;-;-;-;2;-;-;1;-
mun3077;317065;317065 VARGEM GRANDE DO RIO PARDO;-;-;-;2;-;-;1;-;-;-
mun3078;317070;317070 VARGINHA;6;8;2;11;21;28;18;25;12;14
mun3079;317075;317075 VARJAO DE MINAS;2;2;2;-;2;3;-;-;1;2
mun3080;317080;317080 VARZEA DA PALMA;5;3;6;5;7;3;4;9;4;8
mun3081;317090;317090 VARZELANDIA;-;-;-;5;1;1;-;2;-;2
mun3082;317100;317100 VAZANTE;2;2;2;2;1;5;2;2;5;2
mun3083;317103;317103 VERDELANDIA;4;-;-;2;-;-;1;1;-;1
mun3084;317107;317107 VEREDINHA;-;-;1;-;-;-;-;-;-;-
mun3085;317110;317110 VERISSIMO;2;-;1;-;-;-;-;1;-;-
mun3086;317115;317115 VERMELHO NOVO;-;-;-;1;-;-;-;-;-;-
mun3087;317120;317120 VESPASIANO;10;10;12;7;13;11;16;14;13;18
mun3088;317130;317130 VICOSA;5;6;3;6;5;6;5;4;9;2
mun3089;317140;317140 VIEIRAS;-;-;-;-;1;-;-;-;-;-
mun3090;317150;317150 MATHIAS LOBATO;-;1;-;-;-;-;-;1;1;-
mun3091;317160;317160 VIRGEM DA LAPA;-;2;-;1;3;-;1;1;-;1
mun3092;317170;317170 VIRGINIA;-;-;-;-;-;2;-;-;-;2
mun3093;317180;317180 VIRGINOPOLIS;1;-;-;1;1;-;-;1;-;1
mun3094;317190;317190 VIRGOLANDIA;-;-;-;-;1;1;-;-;3;3
mun3095;317200;317200 VISCONDE DO RIO BRANCO;2;6;5;5;5;2;1;-;4;5
mun3096;317210;317210 VOLTA GRANDE;-;-;-;1;2;1;-;-;-;-
mun3097;317220;317220 WENCESLAU BRAZ;1;-;-;-;-;-;-;-;-;-
mun3098;320010;320010 AFONSO CLAUDIO;4;5;4;3;5;-;1;1;3;4
mun3099;320013;320013 AGUIA BRANCA;1;-;-;1;-;-;5;-;3;2
mun3100;320016;320016 AGUA DOCE DO NORTE;-;-;2;-;2;1;2;1;3;1
mun3101;320020;320020 ALEGRE;1;3;1;3;1;3;2;2;1;1
mun3102;320030;320030 ALFREDO CHAVES;3;2;2;-;1;1;-;-;2;-
mun3103;320035;320035 ALTO RIO NOVO;-;-;1;1;1;-;1;1;2;2
mun3104;320040;320040 ANCHIETA;2;5;4;3;2;2;-;1;1;1
mun3105;320050;320050 APIACA;-;-;-;-;-;1;-;-;-;-
mun3106;320060;320060 ARACRUZ;2;4;12;6;13;5;11;8;13;13
mun3107;320070;320070 ATILIO VIVACQUA;-;3;1;-;-;3;1;1;-;-
mun3108;320080;320080 BAIXO GUANDU;4;2;4;5;4;2;4;2;2;7
mun3109;320090;320090 BARRA DE SAO FRANCISCO;2;-;4;3;1;2;3;9;6;5
mun3110;320100;320100 BOA ESPERANCA;-;-;-;1;3;1;2;-;-;2
mun3111;320110;320110 BOM JESUS DO NORTE;2;1;1;2;-;1;1;-;-;-
mun3112;320115;320115 BREJETUBA;2;2;4;1;-;3;1;4;7;4
mun3113;320120;320120 CACHOEIRO DE ITAPEMIRIM;26;26;13;17;29;32;14;5;2;-
mun3114;320130;320130 CARIACICA;30;30;58;52;44;51;51;58;38;72
mun3115;320140;320140 CASTELO;-;1;1;2;4;8;5;5;3;-
mun3116;320150;320150 COLATINA;5;8;14;15;17;13;11;14;8;16
mun3117;320160;320160 CONCEICAO DA BARRA;-;1;2;4;2;2;1;1;7;2
mun3118;320170;320170 CONCEICAO DO CASTELO;2;7;2;2;4;3;-;-;5;6
mun3119;320180;320180 DIVINO DE SAO LOURENCO;-;-;-;-;1;-;1;-;-;-
mun3120;320190;320190 DOMINGOS MARTINS;7;3;5;1;2;4;8;4;3;5
mun3121;320200;320200 DORES DO RIO PRETO;-;-;-;-;2;-;-;-;-;1
mun3122;320210;320210 ECOPORANGA;-;-;3;-;1;4;2;1;1;2
mun3123;320220;320220 FUNDAO;-;2;3;1;3;3;1;3;2;3
mun3124;320225;320225 GOVERNADOR LINDENBERG;1;-;-;3;2;1;1;1;2;1
mun3125;320230;320230 GUACUI;3;2;2;5;1;4;2;1;1;1
mun3126;320240;320240 GUARAPARI;13;9;31;18;19;18;11;12;8;8
mun3127;320245;320245 IBATIBA;4;5;1;1;1;4;3;2;1;5
mun3128;320250;320250 IBIRACU;-;3;2;-;2;2;2;1;-;2
mun3129;320255;320255 IBITIRAMA;2;2;2;2;-;1;-;1;-;1
mun3130;320260;320260 ICONHA;1;-;1;-;1;1;-;-;-;-
mun3131;320265;320265 IRUPI;1;-;2;-;1;-;2;-;-;-
mun3132;320270;320270 ITAGUACU;1;-;2;2;-;1;4;1;2;-
mun3133;320280;320280 ITAPEMIRIM;2;1;3;1;3;1;3;-;-;2
mun3134;320290;320290 ITARANA;-;1;-;-;-;-;-;2;3;2
mun3135;320300;320300 IUNA;1;1;2;2;-;1;1;5;-;3
mun3136;320305;320305 JAGUARE;-;2;1;2;1;5;-;1;5;5
mun3137;320310;320310 JERONIMO MONTEIRO;-;-;2;2;1;1;1;1;1;-
mun3138;320313;320313 JOAO NEIVA;2;-;1;1;-;-;3;2;4;2
mun3139;320316;320316 LARANJA DA TERRA;-;3;-;-;2;1;2;1;1;2
mun3140;320320;320320 LINHARES;3;8;7;8;10;12;16;15;13;12
mun3141;320330;320330 MANTENOPOLIS;-;1;-;-;1;3;2;1;4;1
mun3142;320332;320332 MARATAIZES;4;2;-;3;2;2;3;1;-;-
mun3143;320334;320334 MARECHAL FLORIANO;-;3;3;3;2;3;3;2;3;5
mun3144;320335;320335 MARILANDIA;1;1;1;1;1;3;1;5;3;1
mun3145;320340;320340 MIMOSO DO SUL;2;-;2;3;2;1;1;-;-;-
mun3146;320350;320350 MONTANHA;4;3;1;-;3;-;3;1;2;5
mun3147;320360;320360 MUCURICI;1;1;-;2;1;-;-;-;1;1
mun3148;320370;320370 MUNIZ FREIRE;3;3;2;1;-;3;1;-;1;2
mun3149;320380;320380 MUQUI;2;1;-;-;2;3;-;1;-;-
mun3150;320390;320390 NOVA VENECIA;-;1;1;7;7;12;2;5;4;2
mun3151;320400;320400 PANCAS;1;-;1;-;1;1;1;1;2;1
mun3152;320405;320405 PEDRO CANARIO;1;-;1;4;1;4;1;2;1;1
mun3153;320410;320410 PINHEIROS;2;3;5;5;2;1;-;1;1;5
mun3154;320420;320420 PIUMA;5;5;2;3;3;3;5;-;-;-
mun3155;320425;320425 PONTO BELO;-;-;-;-;2;-;-;-;1;1
mun3156;320430;320430 PRESIDENTE KENNEDY;1;2;2;-;2;1;2;-;-;-
mun3157;320435;320435 RIO BANANAL;-;1;-;-;1;1;-;1;2;5
mun3158;320440;320440 RIO NOVO DO SUL;-;1;1;1;-;1;-;-;-;-
mun3159;320450;320450 SANTA LEOPOLDINA;-;3;-;5;-;2;2;3;1;3
mun3160;320455;320455 SANTA MARIA DE JETIBA;-;1;2;9;5;3;8;3;4;3
mun3161;320460;320460 SANTA TERESA;1;1;2;1;3;2;1;5;3;6
mun3162;320465;320465 SAO DOMINGOS DO NORTE;-;-;-;2;2;-;-;-;1;1
mun3163;320470;320470 SAO GABRIEL DA PALHA;1;2;1;-;1;2;4;4;4;4
mun3164;320480;320480 SAO JOSE DO CALCADO;3;1;3;1;-;1;1;-;-;-
mun3165;320490;320490 SAO MATEUS;3;11;9;5;8;6;11;11;7;12
mun3166;320495;320495 SAO ROQUE DO CANAA;2;-;2;1;1;2;1;-;-;3
mun3167;320500;320500 SERRA;36;38;85;60;74;93;86;76;77;73
mun3168;320501;320501 SOORETAMA;1;-;2;1;1;-;3;2;6;3
mun3169;320503;320503 VARGEM ALTA;2;2;4;-;1;3;3;1;1;-
mun3170;320506;320506 VENDA NOVA DO IMIGRANTE;3;2;4;1;2;1;4;4;2;8
mun3171;320510;320510 VIANA;5;7;12;6;17;7;7;11;6;15
mun3172;320515;320515 VILA PAVAO;-;-;2;-;-;-;4;-;-;-
mun3173;320517;320517 VILA VALERIO;-;-;2;-;1;1;1;5;2;3
mun3174;320520;320520 VILA VELHA;37;53;81;72;72;74;67;56;35;76
mun3175;320530;320530 VITORIA;31;42;50;62;49;53;49;42;36;37
mun3176;330010;330010 ANGRA DOS REIS;24;19;28;22;30;24;23;20;24;28
mun3177;330015;330015 APERIBE;1;3;3;1;-;1;2;-;1;-
mun3178;330020;330020 ARARUAMA;6;2;13;17;13;15;11;11;14;6
mun3179;330022;330022 AREAL;1;1;2;1;1;-;-;-;1;1
mun3180;330023;330023 ARMACAO DOS BUZIOS;2;2;5;2;6;4;6;4;1;3
mun3181;330025;330025 ARRAIAL DO CABO;1;2;6;1;1;2;1;2;7;5
mun3182;330030;330030 BARRA DO PIRAI;13;7;8;13;12;7;13;19;12;13
mun3183;330040;330040 BARRA MANSA;30;23;29;26;21;16;8;12;13;9
mun3184;330045;330045 BELFORD ROXO;42;54;56;46;48;50;46;36;31;47
mun3185;330050;330050 BOM JARDIM;8;4;-;3;2;1;1;2;2;2
mun3186;330060;330060 BOM JESUS DO ITABAPOANA;2;2;2;1;4;4;1;2;3;3
mun3187;330070;330070 CABO FRIO;10;5;16;17;15;11;10;24;17;26
mun3188;330080;330080 CACHOEIRAS DE MACACU;-;2;10;3;5;3;5;2;2;2
mun3189;330090;330090 CAMBUCI;-;2;1;2;1;1;2;1;1;-
mun3190;330093;330093 CARAPEBUS;-;-;3;1;-;-;-;1;-;1
mun3191;330095;330095 COMENDADOR LEVY GASPARIAN;-;1;-;-;-;1;1;-;1;1
mun3192;330100;330100 CAMPOS DOS GOYTACAZES;19;34;53;55;63;70;78;75;80;66
mun3193;330110;330110 CANTAGALO;5;1;1;-;1;1;1;3;1;3
mun3194;330115;330115 CARDOSO MOREIRA;-;-;1;2;1;2;1;-;-;-
mun3195;330120;330120 CARMO;5;2;2;4;2;-;-;-;-;-
mun3196;330130;330130 CASIMIRO DE ABREU;-;7;4;6;2;3;2;3;3;1
mun3197;330140;330140 CONCEICAO DE MACABU;4;-;5;-;-;1;1;2;3;3
mun3198;330150;330150 CORDEIRO;2;1;1;2;1;-;3;2;2;1
mun3199;330160;330160 DUAS BARRAS;-;-;2;-;-;-;1;1;1;1
mun3200;330170;330170 DUQUE DE CAXIAS;101;131;164;124;136;114;135;98;102;100
mun3201;330180;330180 ENGENHEIRO PAULO DE FRONTIN;-;1;-;-;-;2;2;-;1;1
mun3202;330185;330185 GUAPIMIRIM;3;4;6;5;9;6;5;5;6;9
mun3203;330187;330187 IGUABA GRANDE;1;2;10;2;4;8;1;3;-;-
mun3204;330190;330190 ITABORAI;26;28;14;15;18;10;17;11;17;9
mun3205;330200;330200 ITAGUAI;9;11;8;10;16;14;9;9;3;6
mun3206;330205;330205 ITALVA;1;-;1;3;1;2;1;2;-;1
